accelerometer,gyroscope,overall_angle,time
"{'x': -9.239224206542968, 'y': -2.1930887207031247, 'z': -1.8339584716796873}","{'x': -1.213740458015267, 'y': -0.183206106870229, 'z': -1.1221374045801527}",81.87569643282335,2025-04-17 22:48:35.755246
"{'x': -9.203311181640624, 'y': -2.1619640991210938, 'z': -1.7956512451171873}","{'x': -1.2213740458015268, 'y': -0.33587786259541985, 'z': -1.1221374045801527}",81.8226611060276,2025-04-17 22:48:45.761665
"{'x': -9.184157568359375, 'y': -2.2074539306640624, 'z': -1.6998831787109374}","{'x': -1.2061068702290076, 'y': -0.1984732824427481, 'z': -0.9694656488549618}",81.83377486737903,2025-04-17 22:48:55.768134
"{'x': -9.205705383300781, 'y': -2.114080065917969, 'z': -1.889025109863281}","{'x': -1.1908396946564885, 'y': -0.3053435114503817, 'z': -1.1068702290076335}",81.77975840603527,2025-04-17 22:49:05.775963
"{'x': -9.18655177001953, 'y': -2.1068974609374997, 'z': -1.886630908203125}","{'x': -1.0763358778625953, 'y': -0.1450381679389313, 'z': -0.9694656488549618}",81.76251751480035,2025-04-17 22:49:15.783709
"{'x': -9.045293872070312, 'y': -2.1811177124023438, 'z': -1.93451494140625}","{'x': -1.1908396946564885, 'y': -0.15267175572519084, 'z': -1.1603053435114503}",81.77437233068976,2025-04-17 22:49:25.790189
"{'x': -9.212887988281249, 'y': -2.1595698974609374, 'z': -1.8124106567382812}","{'x': -1.213740458015267, 'y': -0.13740458015267176, 'z': -0.8396946564885496}",81.8106181840364,2025-04-17 22:49:35.796641
"{'x': -9.239224206542968, 'y': -2.1260510742187497, 'z': -1.8124106567382812}","{'x': -1.1755725190839694, 'y': -0.22900763358778625, 'z': -1.1068702290076335}",81.79229298482002,2025-04-17 22:49:45.803068
"{'x': -9.318232861328125, 'y': -2.042254016113281, 'z': -1.8555062866210936}","{'x': -1.1603053435114503, 'y': -0.2900763358778626, 'z': -1.015267175572519}",81.73991908331008,2025-04-17 22:49:55.812418
"{'x': -9.342174877929686, 'y': -2.2170307373046874, 'z': -1.8650830932617186}","{'x': -1.1984732824427482, 'y': -0.183206106870229, 'z': -0.9847328244274809}",81.74919390776812,2025-04-17 22:50:05.818943
"{'x': -9.160215551757812, 'y': -2.1930887207031247, 'z': -1.8363526733398436}","{'x': -1.213740458015267, 'y': -0.2595419847328244, 'z': -0.8854961832061069}",81.72778867115596,2025-04-17 22:50:15.825399
"{'x': -9.17458076171875, 'y': -2.147598889160156, 'z': -1.886630908203125}","{'x': -1.0916030534351144, 'y': -0.2366412213740458, 'z': -1.0305343511450382}",81.67467031272763,2025-04-17 22:50:25.831863
"{'x': -9.193734375, 'y': -2.157175695800781, 'z': -1.7980454467773437}","{'x': -1.1221374045801527, 'y': -0.183206106870229, 'z': -1.1450381679389312}",81.66289005471654,2025-04-17 22:50:35.839637
"{'x': -9.17458076171875, 'y': -2.1930887207031247, 'z': -1.956062756347656}","{'x': -1.2290076335877862, 'y': -1.9465648854961832, 'z': -0.9694656488549618}",80.87029805930315,2025-04-17 22:50:45.846075
"{'x': -9.210493786621093, 'y': -2.1906945190429687, 'z': -1.7980454467773437}","{'x': -1.083969465648855, 'y': -0.183206106870229, 'z': -0.9694656488549618}",80.86177844093814,2025-04-17 22:50:55.852667
"{'x': -9.236830004882812, 'y': -2.114080065917969, 'z': -1.838746875}","{'x': -1.3893129770992367, 'y': -0.366412213740458, 'z': -0.9923664122137404}",80.86811304698256,2025-04-17 22:51:05.859095
"{'x': -9.191340173339842, 'y': -2.1978771240234374, 'z': -1.9416975463867185}","{'x': -1.2061068702290076, 'y': -0.32061068702290074, 'z': -1.0916030534351144}",80.82779899252641,2025-04-17 22:51:15.866490
"{'x': -9.196128576660156, 'y': -2.1883003173828124, 'z': -1.7741034301757812}","{'x': -1.1297709923664123, 'y': -0.2900763358778626, 'z': -1.0687022900763359}",80.7877165148798,2025-04-17 22:51:25.876280
"{'x': -9.244012609863281, 'y': -2.147598889160156, 'z': -1.9225439331054686}","{'x': -1.213740458015267, 'y': -0.24427480916030533, 'z': -1.1984732824427482}",80.78828318134619,2025-04-17 22:51:35.882821
"{'x': -9.246406811523437, 'y': -2.1643583007812497, 'z': -1.8818425048828125}","{'x': -1.1908396946564885, 'y': -0.015267175572519083, 'z': -1.1221374045801527}",80.88830626319717,2025-04-17 22:51:45.889247
"{'x': -9.222464794921875, 'y': -2.1499930908203124, 'z': -1.7932570434570312}","{'x': -1.3053435114503817, 'y': -0.2748091603053435, 'z': -1.1908396946564885}",80.9108665727917,2025-04-17 22:51:55.895695
"{'x': -9.203311181640624, 'y': -2.1499930908203124, 'z': -1.8171990600585937}","{'x': -1.3129770992366412, 'y': -0.2595419847328244, 'z': -1.0534351145038168}",80.94071646489108,2025-04-17 22:52:05.902420
"{'x': -9.193734375, 'y': -2.2361843505859373, 'z': -1.9919757812499999}","{'x': -1.1297709923664123, 'y': -0.09923664122137404, 'z': -1.015267175572519}",80.97154974757848,2025-04-17 22:52:15.914328
"{'x': -9.09796630859375, 'y': -2.269703173828125, 'z': -1.89620771484375}","{'x': -1.297709923664122, 'y': -0.15267175572519084, 'z': -1.0229007633587786}",81.0371578398249,2025-04-17 22:52:25.921010
"{'x': -9.258377819824219, 'y': -2.2290017456054687, 'z': -1.7022773803710936}","{'x': -1.1984732824427482, 'y': -0.08396946564885496, 'z': -0.9465648854961832}",81.11430426914299,2025-04-17 22:52:35.927587
"{'x': -9.081206896972656, 'y': -2.2194249389648437, 'z': -1.9009961181640624}","{'x': -1.1374045801526718, 'y': -0.31297709923664124, 'z': -1.0076335877862594}",81.05102881855693,2025-04-17 22:52:45.934891
"{'x': -9.153032946777342, 'y': -2.1547814941406247, 'z': -1.8770541015625}","{'x': -1.2061068702290076, 'y': 0.04580152671755725, 'z': -0.916030534351145}",81.17787457030525,2025-04-17 22:52:55.942890
"{'x': -9.131485131835937, 'y': -2.1930887207031247, 'z': -1.89620771484375}","{'x': -1.0763358778625953, 'y': -0.04580152671755725, 'z': -1.213740458015267}",81.21648612841157,2025-04-17 22:53:05.949737
"{'x': -9.210493786621093, 'y': -2.1787235107421874, 'z': -1.886630908203125}","{'x': -1.3129770992366412, 'y': -0.10687022900763359, 'z': -1.0763358778625953}",81.30544707984677,2025-04-17 22:53:15.956163
"{'x': -9.210493786621093, 'y': -2.1499930908203124, 'z': -1.8363526733398436}","{'x': -1.183206106870229, 'y': -0.3053435114503817, 'z': -1.1755725190839694}",81.26285262251793,2025-04-17 22:53:25.963933
"{'x': -9.2320416015625, 'y': -2.1835119140624997, 'z': -1.8171990600585937}","{'x': -1.3053435114503817, 'y': -0.0916030534351145, 'z': -1.183206106870229}",81.36000348694208,2025-04-17 22:53:35.970337
"{'x': -9.172186560058593, 'y': -2.1739351074218747, 'z': -1.8531120849609375}","{'x': -1.366412213740458, 'y': -0.3969465648854962, 'z': -0.9694656488549618}",81.33267503698936,2025-04-17 22:53:45.976913
"{'x': -9.2320416015625, 'y': -2.147598889160156, 'z': -1.8914193115234375}","{'x': -1.2900763358778626, 'y': -0.24427480916030533, 'z': -1.0763358778625953}",81.34915827269062,2025-04-17 22:53:55.983253
"{'x': -9.196128576660156, 'y': -2.195482922363281, 'z': -1.8626888916015625}","{'x': -1.3129770992366412, 'y': -0.2824427480916031, 'z': -0.9007633587786259}",81.35663771531199,2025-04-17 22:54:05.989570
"{'x': -9.057264880371093, 'y': -2.1452046874999997, 'z': -1.8507178833007811}","{'x': -1.282442748091603, 'y': -0.1297709923664122, 'z': -1.1908396946564885}",81.42263991773326,2025-04-17 22:54:15.995889
"{'x': -9.181763366699219, 'y': -2.1260510742187497, 'z': -1.9823989746093749}","{'x': -1.282442748091603, 'y': -0.09923664122137404, 'z': -1.1450381679389312}",81.49441918113263,2025-04-17 22:54:26.002204
"{'x': -9.258377819824219, 'y': -2.185906115722656, 'z': -1.7980454467773437}","{'x': -1.2290076335877862, 'y': 1.9312977099236641, 'z': -1.0763358778625953}",82.48945152579289,2025-04-17 22:54:36.008540
"{'x': -9.145850341796875, 'y': -2.085349645996094, 'z': -1.8124106567382812}","{'x': -1.2061068702290076, 'y': -0.3053435114503817, 'z': -1.083969465648855}",82.43142668935155,2025-04-17 22:54:46.014855
"{'x': -9.205705383300781, 'y': -2.1883003173828124, 'z': -1.8650830932617186}","{'x': -1.1603053435114503, 'y': -0.3282442748091603, 'z': -1.0381679389312977}",82.34631669579639,2025-04-17 22:54:56.021176
"{'x': -9.215282189941405, 'y': -2.205059729003906, 'z': -1.956062756347656}","{'x': -1.183206106870229, 'y': -0.2595419847328244, 'z': -1.0763358778625953}",82.29612310340848,2025-04-17 22:55:06.027498
"{'x': -9.141061938476563, 'y': -2.2074539306640624, 'z': -1.8507178833007811}","{'x': -1.1221374045801527, 'y': -0.16793893129770993, 'z': -1.1908396946564885}",82.27488692125294,2025-04-17 22:55:16.033834
"{'x': -9.200916979980468, 'y': -2.1883003173828124, 'z': -1.8746598999023436}","{'x': -1.1603053435114503, 'y': -0.11450381679389313, 'z': -1.2366412213740459}",82.29036950393456,2025-04-17 22:55:26.040165
"{'x': -9.248801013183593, 'y': -2.221819140625, 'z': -1.9632453613281249}","{'x': -1.251908396946565, 'y': -0.24427480916030533, 'z': -1.0534351145038168}",82.27046761674642,2025-04-17 22:55:36.046479
"{'x': -9.229647399902344, 'y': -2.291250988769531, 'z': -1.8842367065429686}","{'x': -1.1068702290076335, 'y': -0.22137404580152673, 'z': -1.0534351145038168}",82.21904210065523,2025-04-17 22:55:46.052838
"{'x': -9.217676391601563, 'y': -2.1499930908203124, 'z': -1.8459294799804686}","{'x': -1.3053435114503817, 'y': -0.26717557251908397, 'z': -1.0076335877862594}",82.21461740226619,2025-04-17 22:55:56.059143
"{'x': -9.258377819824219, 'y': -2.1021090576171875, 'z': -1.9105729248046874}","{'x': -1.1755725190839694, 'y': -0.16793893129770993, 'z': -1.0687022900763359}",82.21042911674324,2025-04-17 22:56:06.068002
"{'x': -9.14824454345703, 'y': -2.1715409057617188, 'z': -1.85790048828125}","{'x': -1.297709923664122, 'y': -0.24427480916030533, 'z': -0.9236641221374046}",82.21243465126315,2025-04-17 22:56:16.074345
"{'x': -9.2320416015625, 'y': -2.1547814941406247, 'z': -1.85790048828125}","{'x': -1.183206106870229, 'y': -0.26717557251908397, 'z': -1.1374045801526718}",82.16808038638763,2025-04-17 22:56:26.080671
"{'x': -9.22485899658203, 'y': -2.2074539306640624, 'z': -1.9105729248046874}","{'x': -1.2213740458015268, 'y': -0.3816793893129771, 'z': -0.9083969465648855}",82.08080369006593,2025-04-17 22:56:36.086988
"{'x': -9.217676391601563, 'y': -2.142810485839844, 'z': -1.9488801513671874}","{'x': -1.2900763358778626, 'y': -0.015267175572519083, 'z': -1.0916030534351144}",82.1832189987377,2025-04-17 22:56:46.093305
"{'x': -9.181763366699219, 'y': -2.166752502441406, 'z': -1.9033903198242186}","{'x': -1.2213740458015268, 'y': -0.20610687022900764, 'z': -0.9618320610687023}",82.17618124132505,2025-04-17 22:56:56.099645
"{'x': -9.246406811523437, 'y': -2.1547814941406247, 'z': -1.7980454467773437}","{'x': -1.1297709923664123, 'y': -0.17557251908396945, 'z': -0.9847328244274809}",82.1612634651819,2025-04-17 22:57:06.105997
"{'x': -9.241618408203124, 'y': -2.1787235107421874, 'z': -1.917755529785156}","{'x': -1.183206106870229, 'y': -0.1984732824427481, 'z': -1.0}",82.1457070561636,2025-04-17 22:57:16.112318
"{'x': -9.13627353515625, 'y': -2.2002713256835937, 'z': -1.9704279663085937}","{'x': -1.2595419847328244, 'y': -0.2824427480916031, 'z': -1.015267175572519}",82.1116392111297,2025-04-17 22:57:26.118636
"{'x': -9.253589416503905, 'y': -2.0254946044921875, 'z': -1.8459294799804686}","{'x': -1.3206106870229009, 'y': -0.1297709923664122, 'z': -1.0229007633587786}",82.17822989695748,2025-04-17 22:57:36.124951
"{'x': -9.287108239746093, 'y': -2.1930887207031247, 'z': -1.8531120849609375}","{'x': -1.1145038167938932, 'y': -0.2900763358778626, 'z': -1.0534351145038168}",82.10272216627892,2025-04-17 22:57:46.131283
"{'x': -9.296685046386719, 'y': -2.013523596191406, 'z': -1.838746875}","{'x': -1.1908396946564885, 'y': -0.1450381679389313, 'z': -1.297709923664122}",82.12159967823412,2025-04-17 22:57:56.137593
"{'x': -9.18655177001953, 'y': -2.114080065917969, 'z': -1.8100164550781248}","{'x': -1.0763358778625953, 'y': -0.26717557251908397, 'z': -0.9847328244274809}",82.04713073947592,2025-04-17 22:58:06.143954
"{'x': -9.251195214843749, 'y': -2.1356278808593747, 'z': -1.9129671264648436}","{'x': -1.2595419847328244, 'y': -0.183206106870229, 'z': -1.099236641221374}",82.06609322960816,2025-04-17 22:58:16.150274
"{'x': -9.22485899658203, 'y': -2.1116858642578125, 'z': -1.8531120849609375}","{'x': -1.3206106870229009, 'y': -0.16030534351145037, 'z': -0.9236641221374046}",82.11848530197285,2025-04-17 22:58:26.156637
"{'x': -9.222464794921875, 'y': -2.1452046874999997, 'z': -1.85790048828125}","{'x': -1.2213740458015268, 'y': -0.33587786259541985, 'z': -1.099236641221374}",82.05669853233844,2025-04-17 22:58:36.162957
"{'x': -9.220070593261719, 'y': -2.1811177124023438, 'z': -1.838746875}","{'x': -1.2900763358778626, 'y': -0.19083969465648856, 'z': -1.0076335877862594}",82.08599935034138,2025-04-17 22:58:46.169415
"{'x': -9.215282189941405, 'y': -2.1595698974609374, 'z': -1.7717092285156248}","{'x': -1.2061068702290076, 'y': -0.10687022900763359, 'z': -0.8396946564885496}",82.13033461641436,2025-04-17 22:58:56.175825
"{'x': -9.241618408203124, 'y': -2.1619640991210938, 'z': -1.8459294799804686}","{'x': -1.3511450381679388, 'y': -0.1297709923664122, 'z': -1.0534351145038168}",82.20585612558882,2025-04-17 22:59:06.182244
"{'x': -9.200916979980468, 'y': -2.1547814941406247, 'z': -1.9680337646484374}","{'x': -1.3053435114503817, 'y': -0.183206106870229, 'z': -1.015267175572519}",82.23213437063889,2025-04-17 22:59:16.188691
"{'x': -9.215282189941405, 'y': -2.1691467041015624, 'z': -1.8171990600585937}","{'x': -1.183206106870229, 'y': -0.21374045801526717, 'z': -0.9007633587786259}",82.21419212149382,2025-04-17 22:59:26.195239
"{'x': -9.222464794921875, 'y': -2.2026655273437497, 'z': -1.8004396484374998}","{'x': -1.2061068702290076, 'y': -0.1450381679389313, 'z': -0.8778625954198473}",82.23652808469815,2025-04-17 22:59:36.201739
"{'x': -9.234435803222656, 'y': -2.221819140625, 'z': -1.905784521484375}","{'x': -1.2061068702290076, 'y': -0.15267175572519084, 'z': -1.183206106870229}",82.24841662589304,2025-04-17 22:59:46.208187
"{'x': -9.270348828125, 'y': -2.142810485839844, 'z': -1.9919757812499999}","{'x': -1.1984732824427482, 'y': -0.16793893129770993, 'z': -0.916030534351145}",82.24573732958638,2025-04-17 22:59:56.215972
"{'x': -9.234435803222656, 'y': -2.1811177124023438, 'z': -1.9752163696289062}","{'x': -1.3053435114503817, 'y': -0.07633587786259542, 'z': -1.0687022900763359}",82.32023166482638,2025-04-17 23:00:06.222421
"{'x': -9.145850341796875, 'y': -2.166752502441406, 'z': -1.9105729248046874}","{'x': -1.1984732824427482, 'y': -0.25190839694656486, 'z': -1.099236641221374}",82.2810461320558,2025-04-17 23:00:16.228870
"{'x': -9.239224206542968, 'y': -2.1691467041015624, 'z': -1.8004396484374998}","{'x': -1.3358778625954197, 'y': -0.42748091603053434, 'z': -1.1526717557251909}",82.21480676283079,2025-04-17 23:00:26.235309
"{'x': -9.184157568359375, 'y': -2.1906945190429687, 'z': -1.8195932617187498}","{'x': -1.3435114503816794, 'y': -0.2900763358778626, 'z': -1.083969465648855}",82.21349330864278,2025-04-17 23:00:36.241767
"{'x': -9.342174877929686, 'y': -2.1643583007812497, 'z': -1.8363526733398436}","{'x': -1.282442748091603, 'y': -0.22900763358778625, 'z': -1.0229007633587786}",82.22159089872471,2025-04-17 23:00:46.248217
"{'x': -9.095572106933593, 'y': -2.133233679199219, 'z': -1.707065783691406}","{'x': -1.2213740458015268, 'y': -0.07633587786259542, 'z': -1.0916030534351144}",82.28463720998714,2025-04-17 23:00:56.258502
"{'x': -9.234435803222656, 'y': -2.152387292480469, 'z': -1.838746875}","{'x': -1.3053435114503817, 'y': -0.1450381679389313, 'z': -1.015267175572519}",82.33568420572418,2025-04-17 23:01:06.265203
"{'x': -9.210493786621093, 'y': -2.176329309082031, 'z': -1.908178723144531}","{'x': -1.2061068702290076, 'y': -0.26717557251908397, 'z': -1.1145038167938932}",82.29272590106788,2025-04-17 23:01:16.271600
"{'x': -9.253589416503905, 'y': -2.1452046874999997, 'z': -1.7764976318359373}","{'x': -1.2290076335877862, 'y': -0.2595419847328244, 'z': -1.0076335877862594}",82.27054934500799,2025-04-17 23:01:26.277963
"{'x': -9.179369165039063, 'y': -2.1404162841796874, 'z': -1.85790048828125}","{'x': -1.282442748091603, 'y': -0.1984732824427481, 'z': -0.9312977099236641}",82.28804456193258,2025-04-17 23:01:36.284322
"{'x': -9.13627353515625, 'y': -2.1906945190429687, 'z': -1.848323681640625}","{'x': -1.1450381679389312, 'y': -0.2595419847328244, 'z': -0.9847328244274809}",82.23246022978331,2025-04-17 23:01:46.290838
"{'x': -9.342174877929686, 'y': -2.0350714111328125, 'z': -1.927332336425781}","{'x': -1.1450381679389312, 'y': -0.20610687022900764, 'z': -1.0763358778625953}",82.20053720528131,2025-04-17 23:01:56.297289
"{'x': -9.212887988281249, 'y': -2.166752502441406, 'z': -1.8267758666992187}","{'x': -1.1221374045801527, 'y': -0.2824427480916031, 'z': -1.0610687022900764}",82.13128938341758,2025-04-17 23:02:06.303749
"{'x': -9.167398156738281, 'y': -2.1883003173828124, 'z': -1.7956512451171873}","{'x': -1.282442748091603, 'y': -0.17557251908396945, 'z': -1.2366412213740459}",82.16562282718169,2025-04-17 23:02:16.310203
"{'x': -9.203311181640624, 'y': -2.166752502441406, 'z': -1.8195932617187498}","{'x': -1.2671755725190839, 'y': -0.2748091603053435, 'z': -0.9923664122137404}",82.14791787905236,2025-04-17 23:02:26.317182
"{'x': -9.196128576660156, 'y': -2.1499930908203124, 'z': -1.8363526733398436}","{'x': -1.4274809160305344, 'y': -0.22900763358778625, 'z': -1.0687022900763359}",82.20253712311023,2025-04-17 23:02:36.324163
"{'x': -9.217676391601563, 'y': -2.1835119140624997, 'z': -1.908178723144531}","{'x': -1.1755725190839694, 'y': -0.22900763358778625, 'z': -1.0534351145038168}",82.16989665522686,2025-04-17 23:02:46.330586
"{'x': -9.275137231445312, 'y': -2.1835119140624997, 'z': -1.8171990600585937}","{'x': -1.3206106870229009, 'y': 0.022900763358778626, 'z': -1.0534351145038168}",82.30690033270334,2025-04-17 23:02:56.337882
"{'x': -9.334992272949219, 'y': -2.2026655273437497, 'z': -1.9201497314453124}","{'x': -1.2213740458015268, 'y': -0.3816793893129771, 'z': -1.2671755725190839}",82.21792403723852,2025-04-17 23:03:06.344201
"{'x': -9.253589416503905, 'y': -2.166752502441406, 'z': -1.7836802368164062}","{'x': -1.2442748091603053, 'y': -0.183206106870229, 'z': -1.2061068702290076}",82.2366299590712,2025-04-17 23:03:16.350525
"{'x': -9.160215551757812, 'y': -2.166752502441406, 'z': -1.8555062866210936}","{'x': -1.1450381679389312, 'y': -0.1450381679389313, 'z': -1.1755725190839694}",82.23447291068832,2025-04-17 23:03:26.356855
"{'x': -9.220070593261719, 'y': -2.152387292480469, 'z': -1.9201497314453124}","{'x': -1.3053435114503817, 'y': -0.29770992366412213, 'z': -1.0916030534351144}",82.21121462324932,2025-04-17 23:03:36.363287
"{'x': -9.234435803222656, 'y': -2.2744915771484373, 'z': -1.936909143066406}","{'x': -1.2595419847328244, 'y': -0.33587786259541985, 'z': -1.0687022900763359}",82.1549273537444,2025-04-17 23:03:46.369733
"{'x': -9.167398156738281, 'y': -2.152387292480469, 'z': -1.7908628417968748}","{'x': -1.16793893129771, 'y': -0.33587786259541985, 'z': -1.251908396946565}",82.07867470540909,2025-04-17 23:03:56.376157
"{'x': -9.210493786621093, 'y': -2.104503259277344, 'z': -1.879448303222656}","{'x': -1.1145038167938932, 'y': -0.08396946564885496, 'z': -1.183206106870229}",82.09697029117766,2025-04-17 23:04:06.382668
"{'x': -9.2320416015625, 'y': -2.288856787109375, 'z': -1.7477672119140624}","{'x': -1.2061068702290076, 'y': -0.22137404580152673, 'z': -1.1603053435114503}",82.08941341612216,2025-04-17 23:04:16.389123
"{'x': -9.275137231445312, 'y': -2.1787235107421874, 'z': -1.867477294921875}","{'x': -1.2290076335877862, 'y': -0.11450381679389313, 'z': -1.015267175572519}",82.13221615656434,2025-04-17 23:04:26.395570
"{'x': -9.22485899658203, 'y': -2.1595698974609374, 'z': -1.8291700683593748}","{'x': -1.2595419847328244, 'y': -0.33587786259541985, 'z': -0.9618320610687023}",82.08449662827206,2025-04-17 23:04:36.402006
"{'x': -9.296685046386719, 'y': -2.128445275878906, 'z': -1.8818425048828125}","{'x': -1.1145038167938932, 'y': -0.06870229007633588, 'z': -0.916030534351145}",82.11072590333617,2025-04-17 23:04:46.408346
"{'x': -9.215282189941405, 'y': -2.1715409057617188, 'z': -1.8746598999023436}","{'x': -1.2213740458015268, 'y': -0.1450381679389313, 'z': -0.9770992366412213}",82.13541710503316,2025-04-17 23:04:56.414679
"{'x': -9.193734375, 'y': -2.157175695800781, 'z': -1.8267758666992187}","{'x': -1.251908396946565, 'y': -0.06870229007633588, 'z': -1.0763358778625953}",82.20730792607534,2025-04-17 23:05:06.421031
"{'x': -9.200916979980468, 'y': -2.1715409057617188, 'z': -1.7788918334960937}","{'x': -1.2366412213740459, 'y': -0.13740458015267176, 'z': -1.16793893129771}",82.24434557063664,2025-04-17 23:05:16.427525
"{'x': -9.2320416015625, 'y': -2.1595698974609374, 'z': -1.917755529785156}","{'x': -1.251908396946565, 'y': -0.26717557251908397, 'z': -1.1450381679389312}",82.21777823149719,2025-04-17 23:05:26.433977
"{'x': -9.270348828125, 'y': -2.1404162841796874, 'z': -1.7166425903320313}","{'x': -1.3206106870229009, 'y': -0.2366412213740458, 'z': -0.9541984732824428}",82.24121635495054,2025-04-17 23:05:36.440484
"{'x': -9.165003955078124, 'y': -2.291250988769531, 'z': -1.70467158203125}","{'x': -1.2671755725190839, 'y': -0.3435114503816794, 'z': -1.083969465648855}",82.19629831932613,2025-04-17 23:05:46.446932
"{'x': -9.253589416503905, 'y': -2.2074539306640624, 'z': -1.9129671264648436}","{'x': -1.1603053435114503, 'y': -0.04580152671755725, 'z': -0.9770992366412213}",82.24289028464375,2025-04-17 23:05:56.453374
"{'x': -9.165003955078124, 'y': -2.1930887207031247, 'z': -1.8100164550781248}","{'x': -1.2366412213740459, 'y': -0.17557251908396945, 'z': -1.0458015267175573}",82.25919772920379,2025-04-17 23:06:06.459690
"{'x': -9.2320416015625, 'y': -2.1787235107421874, 'z': -1.8770541015625}","{'x': -1.297709923664122, 'y': -1.9236641221374047, 'z': -1.0610687022900764}",81.49274984113904,2025-04-17 23:06:16.466084
"{'x': -9.22485899658203, 'y': -2.166752502441406, 'z': -1.8602946899414061}","{'x': -1.3053435114503817, 'y': -0.1450381679389313, 'z': -1.0229007633587786}",81.558166209807,2025-04-17 23:06:26.472838
"{'x': -9.234435803222656, 'y': -2.1906945190429687, 'z': -1.7860744384765623}","{'x': -1.16793893129771, 'y': -0.13740458015267176, 'z': -1.099236641221374}",81.58540266762736,2025-04-17 23:06:36.480482
"{'x': -9.196128576660156, 'y': -2.133233679199219, 'z': -1.8938135131835936}","{'x': -1.183206106870229, 'y': -0.3053435114503817, 'z': -1.0076335877862594}",81.53339075678407,2025-04-17 23:06:46.488239
"{'x': -9.236830004882812, 'y': -2.1835119140624997, 'z': -1.8363526733398436}","{'x': -1.1526717557251909, 'y': -0.21374045801526717, 'z': -1.0687022900763359}",81.51828852601287,2025-04-17 23:06:56.494646
"{'x': -9.210493786621093, 'y': -2.1715409057617188, 'z': -1.8124106567382812}","{'x': -1.2061068702290076, 'y': -0.16030534351145037, 'z': -0.8396946564885496}",81.5465581454559,2025-04-17 23:07:06.501112
"{'x': -9.198522778320312, 'y': -2.166752502441406, 'z': -1.8626888916015625}","{'x': -1.3587786259541985, 'y': -0.42748091603053434, 'z': -0.8931297709923665}",81.49902608498438,2025-04-17 23:07:16.511375
"{'x': -9.342174877929686, 'y': -2.1787235107421874, 'z': -1.956062756347656}","{'x': -1.1908396946564885, 'y': -0.3969465648854962, 'z': -1.0458015267175573}",81.40742390971553,2025-04-17 23:07:26.517880
"{'x': -9.342174877929686, 'y': -2.2026655273437497, 'z': -1.879448303222656}","{'x': -1.251908396946565, 'y': -0.4122137404580153, 'z': -0.8931297709923665}",81.33552810231836,2025-04-17 23:07:36.524219
"{'x': -9.337386474609374, 'y': -2.1308394775390624, 'z': -1.8076222534179687}","{'x': -1.3129770992366412, 'y': -0.2366412213740458, 'z': -1.0916030534351144}",81.36969875050099,2025-04-17 23:07:46.530544
"{'x': -9.107543115234375, 'y': -2.147598889160156, 'z': -1.8004396484374998}","{'x': -1.083969465648855, 'y': -0.31297709923664124, 'z': -1.0076335877862594}",81.29068021432138,2025-04-17 23:07:56.536973
"{'x': -9.184157568359375, 'y': -2.1619640991210938, 'z': -1.8004396484374998}","{'x': -1.2213740458015268, 'y': -0.2824427480916031, 'z': -1.099236641221374}",81.27320878917772,2025-04-17 23:08:06.543373
"{'x': -9.205705383300781, 'y': -2.1643583007812497, 'z': -1.8746598999023436}","{'x': -1.251908396946565, 'y': -0.015267175572519083, 'z': -1.0076335877862594}",81.383476869185,2025-04-17 23:08:16.549794
"{'x': -9.191340173339842, 'y': -2.1547814941406247, 'z': -1.8650830932617186}","{'x': -1.16793893129771, 'y': -0.08396946564885496, 'z': -1.1374045801526718}",81.43319310373975,2025-04-17 23:08:26.556258
"{'x': -9.220070593261719, 'y': -2.1499930908203124, 'z': -1.8219874633789062}","{'x': -1.1908396946564885, 'y': -0.1450381679389313, 'z': -1.0458015267175573}",81.4647200808752,2025-04-17 23:08:36.562644
"{'x': -9.33978067626953, 'y': -2.1619640991210938, 'z': -1.7812860351562498}","{'x': -1.251908396946565, 'y': -0.3053435114503817, 'z': -0.8778625954198473}",81.44645699350578,2025-04-17 23:08:46.568970
"{'x': -9.18655177001953, 'y': -2.1356278808593747, 'z': -1.9895815795898437}","{'x': -1.3282442748091603, 'y': -0.19083969465648856, 'z': -1.0381679389312977}",81.49055604726841,2025-04-17 23:08:56.575290
"{'x': -9.248801013183593, 'y': -2.221819140625, 'z': -1.8195932617187498}","{'x': -1.3282442748091603, 'y': -0.03816793893129771, 'z': -1.0610687022900764}",81.6149325087932,2025-04-17 23:09:06.581600
"{'x': -9.248801013183593, 'y': -2.1452046874999997, 'z': -1.8124106567382812}","{'x': -1.2595419847328244, 'y': -0.25190839694656486, 'z': -0.9770992366412213}",81.61753160869101,2025-04-17 23:09:16.588195
"{'x': -9.126696728515624, 'y': -2.224213342285156, 'z': -1.8435352783203125}","{'x': -1.2595419847328244, 'y': -0.1984732824427481, 'z': -1.0916030534351144}",81.64064705817009,2025-04-17 23:09:26.594859
"{'x': -9.193734375, 'y': -2.1787235107421874, 'z': -1.905784521484375}","{'x': -1.0534351145038168, 'y': -0.3511450381679389, 'z': -1.1908396946564885}",81.52328029675688,2025-04-17 23:09:36.601860
"{'x': -9.076418493652342, 'y': -2.262520568847656, 'z': -1.8770541015625}","{'x': -1.2900763358778626, 'y': -0.11450381679389313, 'z': -0.9083969465648855}",81.59366625491246,2025-04-17 23:09:46.612615
