accelerometer,gyroscope,overall_angle,time
"{'x': -9.198522778320312, 'y': -2.327164013671875, 'z': -1.8531120849609375}","{'x': -1.0763358778625953, 'y': -0.2900763358778626, 'z': -1.213740458015267}",79.02372181452307,2025-04-17 21:37:02.476519
"{'x': -9.090783703613281, 'y': -2.3319524169921872, 'z': -1.9704279663085937}","{'x': -1.1755725190839694, 'y': -0.05343511450381679, 'z': -1.0534351145038168}",79.125466019666,2025-04-17 21:37:12.483003
"{'x': -9.150638745117186, 'y': -2.365471240234375, 'z': -1.946485949707031}","{'x': -1.16793893129771, 'y': -0.2595419847328244, 'z': -0.9770992366412213}",79.13347855197412,2025-04-17 21:37:22.489321
"{'x': -9.188945971679686, 'y': -2.3247698120117186, 'z': -1.8243816650390623}","{'x': -1.16793893129771, 'y': -0.22900763358778625, 'z': -1.1526717557251909}",79.16259796947824,2025-04-17 21:37:32.495657
"{'x': -9.150638745117186, 'y': -2.3439234252929686, 'z': -1.8770541015625}","{'x': -1.251908396946565, 'y': -0.2900763358778626, 'z': -1.0610687022900764}",79.18932951544744,2025-04-17 21:37:42.502282
"{'x': -9.162609753417968, 'y': -2.370259643554687, 'z': -1.9297265380859374}","{'x': -1.1908396946564885, 'y': -0.366412213740458, 'z': -1.0305343511450382}",79.15767327809105,2025-04-17 21:37:52.512376
"{'x': -9.34696328125, 'y': -2.3127988037109373, 'z': -1.908178723144531}","{'x': -1.2595419847328244, 'y': -0.31297709923664124, 'z': -1.0229007633587786}",79.1773955295341,2025-04-17 21:38:02.518725
"{'x': -9.18655177001953, 'y': -2.3439234252929686, 'z': -1.944091748046875}","{'x': -1.3969465648854962, 'y': -0.1984732824427481, 'z': -1.0}",79.29076654961757,2025-04-17 21:38:12.525064
"{'x': -9.17458076171875, 'y': -2.346317626953125, 'z': -1.9033903198242186}","{'x': -1.2748091603053435, 'y': -0.16030534351145037, 'z': -1.0305343511450382}",79.37915433356429,2025-04-17 21:38:22.531787
"{'x': -9.18655177001953, 'y': -2.310404602050781, 'z': -1.908178723144531}","{'x': -1.282442748091603, 'y': -0.16030534351145037, 'z': -0.9694656488549618}",79.46821866874208,2025-04-17 21:38:32.538133
"{'x': -9.172186560058593, 'y': -2.3319524169921872, 'z': -1.915361328125}","{'x': -1.1755725190839694, 'y': -0.1984732824427481, 'z': -1.083969465648855}",79.50131525507456,2025-04-17 21:38:42.544473
"{'x': -9.172186560058593, 'y': -2.269703173828125, 'z': -1.879448303222656}","{'x': -1.1603053435114503, 'y': -0.31297709923664124, 'z': -0.9694656488549618}",79.47972368604988,2025-04-17 21:38:52.551001
"{'x': -9.169792358398437, 'y': -2.27927998046875, 'z': -1.8650830932617186}","{'x': -1.3053435114503817, 'y': -0.3435114503816794, 'z': -1.1374045801526718}",79.49555697515873,2025-04-17 21:39:02.561327
"{'x': -9.162609753417968, 'y': -2.2744915771484373, 'z': -1.889025109863281}","{'x': -1.1450381679389312, 'y': -0.20610687022900764, 'z': -1.0687022900763359}",79.5157136289409,2025-04-17 21:39:12.567797
"{'x': -9.291896643066405, 'y': -2.4396914916992185, 'z': -1.9033903198242186}","{'x': -1.297709923664122, 'y': -0.26717557251908397, 'z': -1.2213740458015268}",79.56141516539567,2025-04-17 21:39:22.574799
"{'x': -9.205705383300781, 'y': -2.3056161987304686, 'z': -1.9584569580078124}","{'x': -1.282442748091603, 'y': -0.19083969465648856, 'z': -0.7404580152671756}",79.6304895373872,2025-04-17 21:39:32.581268
"{'x': -9.181763366699219, 'y': -2.3774422485351563, 'z': -1.924938134765625}","{'x': -1.2061068702290076, 'y': -0.09923664122137404, 'z': -1.1984732824427482}",79.71468257695858,2025-04-17 21:39:42.587777
"{'x': -9.054870678710937, 'y': -2.319981408691406, 'z': -1.9776105712890624}","{'x': -1.0763358778625953, 'y': -0.16793893129770993, 'z': -1.1755725190839694}",79.71742309469214,2025-04-17 21:39:52.594455
"{'x': -9.129090930175781, 'y': -2.346317626953125, 'z': -1.7932570434570312}","{'x': -1.251908396946565, 'y': -0.31297709923664124, 'z': -1.0}",79.72751228554611,2025-04-17 21:40:02.600954
"{'x': -9.215282189941405, 'y': -2.288856787109375, 'z': -1.9201497314453124}","{'x': -1.1526717557251909, 'y': -0.2595419847328244, 'z': -0.9312977099236641}",79.72082754460463,2025-04-17 21:40:12.607269
"{'x': -9.17458076171875, 'y': -2.319981408691406, 'z': -1.889025109863281}","{'x': -1.2442748091603053, 'y': -0.20610687022900764, 'z': -0.9465648854961832}",79.77079352953201,2025-04-17 21:40:22.613621
"{'x': -9.145850341796875, 'y': -2.27927998046875, 'z': -1.9201497314453124}","{'x': -1.2748091603053435, 'y': -0.1450381679389313, 'z': -1.083969465648855}",79.85514086743231,2025-04-17 21:40:32.620260
"{'x': -9.315838659667968, 'y': -2.250549560546875, 'z': -1.8602946899414061}","{'x': -1.3282442748091603, 'y': -0.183206106870229, 'z': -0.9541984732824428}",79.94466239155341,2025-04-17 21:40:42.626574
"{'x': -9.165003955078124, 'y': -2.1739351074218747, 'z': -1.8315642700195311}","{'x': -1.3129770992366412, 'y': -0.3816793893129771, 'z': -1.0534351145038168}",79.93849582777398,2025-04-17 21:40:52.633096
"{'x': -9.107543115234375, 'y': -2.1619640991210938, 'z': -1.9225439331054686}","{'x': -1.3053435114503817, 'y': -0.24427480916030533, 'z': -0.9618320610687023}",79.98472411019921,2025-04-17 21:41:02.648590
"{'x': -9.313444458007812, 'y': -2.2744915771484373, 'z': -1.8459294799804686}","{'x': -1.16793893129771, 'y': -0.1984732824427481, 'z': -1.0}",80.01106762339028,2025-04-17 21:41:12.655261
"{'x': -9.167398156738281, 'y': -2.3391350219726563, 'z': -1.9297265380859374}","{'x': -1.3206106870229009, 'y': -0.16793893129770993, 'z': -0.9541984732824428}",80.09575793688953,2025-04-17 21:41:22.661593
"{'x': -9.215282189941405, 'y': -2.2864625854492187, 'z': -1.9823989746093749}","{'x': -1.251908396946565, 'y': -0.022900763358778626, 'z': -1.0381679389312977}",80.21747421499155,2025-04-17 21:41:32.668063
"{'x': -9.107543115234375, 'y': -2.272097375488281, 'z': -2.039859814453125}","{'x': -1.3282442748091603, 'y': -0.1984732824427481, 'z': -0.8778625954198473}",80.27922139831166,2025-04-17 21:41:42.674446
"{'x': -9.215282189941405, 'y': -2.3247698120117186, 'z': -1.8938135131835936}","{'x': -1.099236641221374, 'y': -0.2366412213740458, 'z': -1.083969465648855}",80.25536835743526,2025-04-17 21:41:52.680803
"{'x': -9.184157568359375, 'y': -2.2553379638671873, 'z': -1.8746598999023436}","{'x': -1.2671755725190839, 'y': -0.31297709923664124, 'z': -1.1145038167938932}",80.25568737234153,2025-04-17 21:42:02.687243
"{'x': -9.138667736816405, 'y': -2.319981408691406, 'z': -1.8435352783203125}","{'x': -1.282442748091603, 'y': -0.05343511450381679, 'z': -1.0229007633587786}",80.37856331707272,2025-04-17 21:42:12.693667
"{'x': -9.200916979980468, 'y': -2.214636535644531, 'z': -1.8363526733398436}","{'x': -1.2595419847328244, 'y': -0.3816793893129771, 'z': -0.7786259541984732}",80.34561371522241,2025-04-17 21:42:22.700029
"{'x': -9.167398156738281, 'y': -2.3391350219726563, 'z': -1.8435352783203125}","{'x': -1.1755725190839694, 'y': -0.33587786259541985, 'z': -1.0381679389312977}",80.30442652975042,2025-04-17 21:42:32.706496
"{'x': -9.150638745117186, 'y': -2.2960393920898436, 'z': -1.9201497314453124}","{'x': -1.2595419847328244, 'y': -0.24427480916030533, 'z': -1.1984732824427482}",80.32871917117664,2025-04-17 21:42:42.712841
"{'x': -9.105148913574219, 'y': -2.2960393920898436, 'z': -1.924938134765625}","{'x': -1.0381679389312977, 'y': -0.2595419847328244, 'z': -1.0305343511450382}",80.2697321411648,2025-04-17 21:42:52.719158
"{'x': -9.176974963378905, 'y': -2.2601263671875, 'z': -1.9129671264648436}","{'x': -1.1526717557251909, 'y': -0.3435114503816794, 'z': -1.0763358778625953}",80.21482698459106,2025-04-17 21:43:02.734642
"{'x': -9.181763366699219, 'y': -2.243366955566406, 'z': -1.956062756347656}","{'x': -1.2442748091603053, 'y': -0.35877862595419846, 'z': -1.0229007633587786}",80.18258504421571,2025-04-17 21:43:12.741322
"{'x': -9.205705383300781, 'y': -2.27927998046875, 'z': -1.8914193115234375}","{'x': -1.1221374045801527, 'y': 0.05343511450381679, 'z': -1.099236641221374}",80.29863941418057,2025-04-17 21:43:22.748917
"{'x': -9.176974963378905, 'y': -2.3151930053710936, 'z': -1.9871873779296874}","{'x': -1.1526717557251909, 'y': -0.3053435114503817, 'z': -0.7938931297709924}",80.25576306974348,2025-04-17 21:43:32.755211
"{'x': -9.208099584960937, 'y': -2.319981408691406, 'z': -1.8459294799804686}","{'x': -1.1526717557251909, 'y': -0.12213740458015267, 'z': -1.0916030534351144}",80.30493955795768,2025-04-17 21:43:42.761534
"{'x': -9.172186560058593, 'y': -2.3223756103515623, 'z': -1.9105729248046874}","{'x': -1.282442748091603, 'y': -0.08396946564885496, 'z': -0.9847328244274809}",80.40976264543161,2025-04-17 21:43:52.769384
"{'x': -9.088389501953124, 'y': -2.269703173828125, 'z': -1.9416975463867185}","{'x': -1.2442748091603053, 'y': -0.0916030534351145, 'z': -0.9770992366412213}",80.49320046385148,2025-04-17 21:44:02.775733
"{'x': -9.196128576660156, 'y': -2.291250988769531, 'z': -1.936909143066406}","{'x': -1.2748091603053435, 'y': -0.32061068702290074, 'z': -0.9847328244274809}",80.4841242021155,2025-04-17 21:44:12.782170
"{'x': -9.179369165039063, 'y': -2.319981408691406, 'z': -1.8746598999023436}","{'x': -1.2290076335877862, 'y': 0.061068702290076333, 'z': -1.1221374045801527}",80.63484015389844,2025-04-17 21:44:22.789659
"{'x': -9.138667736816405, 'y': -2.1499930908203124, 'z': -1.8914193115234375}","{'x': -1.1297709923664123, 'y': -0.26717557251908397, 'z': -1.2900763358778626}",80.6001485747327,2025-04-17 21:44:32.795990
"{'x': -9.105148913574219, 'y': -2.308010400390625, 'z': -1.9536685546875}","{'x': -1.183206106870229, 'y': -0.19083969465648856, 'z': -0.9694656488549618}",80.61421442810287,2025-04-17 21:44:42.804679
"{'x': -9.191340173339842, 'y': -2.2936451904296873, 'z': -1.848323681640625}","{'x': -1.2748091603053435, 'y': -0.2595419847328244, 'z': -1.1908396946564885}",80.63544195853127,2025-04-17 21:44:52.811405
"{'x': -9.162609753417968, 'y': -2.3223756103515623, 'z': -1.8243816650390623}","{'x': -1.0916030534351144, 'y': -0.2366412213740458, 'z': -1.0458015267175573}",80.60604414643545,2025-04-17 21:45:02.817757
"{'x': -9.162609753417968, 'y': -2.3247698120117186, 'z': -1.946485949707031}","{'x': -1.1908396946564885, 'y': -0.3282442748091603, 'z': -1.0687022900763359}",80.56193638880616,2025-04-17 21:45:12.824222
"{'x': -9.157821350097656, 'y': -2.300827795410156, 'z': -1.886630908203125}","{'x': -1.2290076335877862, 'y': -0.1297709923664122, 'z': -0.9312977099236641}",80.62449332981036,2025-04-17 21:45:22.830573
"{'x': -9.193734375, 'y': -2.2744915771484373, 'z': -1.8148048583984373}","{'x': -1.3435114503816794, 'y': -0.37404580152671757, 'z': -1.1145038167938932}",80.61910254466021,2025-04-17 21:45:32.836905
"{'x': -9.042899670410156, 'y': -2.27927998046875, 'z': -1.8818425048828125}","{'x': -1.251908396946565, 'y': -0.21374045801526717, 'z': -1.251908396946565}",80.64921960505364,2025-04-17 21:45:42.846923
"{'x': -9.169792358398437, 'y': -2.300827795410156, 'z': -1.8842367065429686}","{'x': -1.0763358778625953, 'y': -0.1984732824427481, 'z': -1.2061068702290076}",80.6281544951241,2025-04-17 21:45:52.853408
"{'x': -9.246406811523437, 'y': -2.2026655273437497, 'z': -1.9225439331054686}","{'x': -1.2900763358778626, 'y': -0.22137404580152673, 'z': -1.0916030534351144}",80.6675773909926,2025-04-17 21:46:02.862127
"{'x': -9.121908325195312, 'y': -2.291250988769531, 'z': -1.9632453613281249}","{'x': -1.0763358778625953, 'y': -0.1450381679389313, 'z': -1.2671755725190839}",80.6648171747969,2025-04-17 21:46:12.868441
"{'x': -9.153032946777342, 'y': -2.2960393920898436, 'z': -1.848323681640625}","{'x': -1.0076335877862594, 'y': -0.2900763358778626, 'z': -0.9389312977099237}",80.58132563735558,2025-04-17 21:46:22.874813
"{'x': -9.1554271484375, 'y': -2.300827795410156, 'z': -1.838746875}","{'x': -1.2366412213740459, 'y': -0.2748091603053435, 'z': -0.9312977099236641}",80.58360066438225,2025-04-17 21:46:32.881964
"{'x': -9.220070593261719, 'y': -2.3032219970703123, 'z': -1.927332336425781}","{'x': -1.3053435114503817, 'y': -0.2748091603053435, 'z': -0.9389312977099237}",80.60425891950678,2025-04-17 21:46:42.888265
"{'x': -9.22485899658203, 'y': -2.252943762207031, 'z': -1.8555062866210936}","{'x': -1.2213740458015268, 'y': -0.21374045801526717, 'z': -1.1297709923664123}",80.6284578583441,2025-04-17 21:46:52.894779
"{'x': -9.176974963378905, 'y': -2.1883003173828124, 'z': -1.9225439331054686}","{'x': -1.2671755725190839, 'y': -0.061068702290076333, 'z': -1.0534351145038168}",80.73161402271973,2025-04-17 21:47:02.901388
"{'x': -9.057264880371093, 'y': -2.27927998046875, 'z': -1.898601916503906}","{'x': -1.297709923664122, 'y': -0.3893129770992366, 'z': -1.0534351145038168}",80.69475386244237,2025-04-17 21:47:12.907715
"{'x': -9.129090930175781, 'y': -2.27927998046875, 'z': -1.9201497314453124}","{'x': -1.1984732824427482, 'y': -0.24427480916030533, 'z': -1.1908396946564885}",80.69047239416044,2025-04-17 21:47:22.914138
"{'x': -9.198522778320312, 'y': -2.269703173828125, 'z': -1.8291700683593748}","{'x': -1.3511450381679388, 'y': -0.17557251908396945, 'z': -1.0381679389312977}",80.77481641217734,2025-04-17 21:47:32.923670
"{'x': -9.208099584960937, 'y': -2.2840683837890623, 'z': -1.85790048828125}","{'x': -1.2595419847328244, 'y': -0.3816793893129771, 'z': -1.0687022900763359}",80.73227194045248,2025-04-17 21:47:42.930172
"{'x': -9.217676391601563, 'y': -2.2744915771484373, 'z': -1.867477294921875}","{'x': -1.3282442748091603, 'y': -0.09923664122137404, 'z': -0.9694656488549618}",80.84044145946814,2025-04-17 21:47:52.936501
"{'x': -9.169792358398437, 'y': -2.2673089721679687, 'z': -1.9201497314453124}","{'x': -1.3358778625954197, 'y': -0.11450381679389313, 'z': -1.083969465648855}",80.93827951404802,2025-04-17 21:48:02.942824
"{'x': -9.220070593261719, 'y': -2.252943762207031, 'z': -1.9656395629882812}","{'x': -1.1755725190839694, 'y': -0.16030534351145037, 'z': -0.9923664122137404}",80.95767346696289,2025-04-17 21:48:12.950230
"{'x': -9.176974963378905, 'y': -2.308010400390625, 'z': -1.8722656982421875}","{'x': -1.3129770992366412, 'y': -0.15267175572519084, 'z': -1.099236641221374}",81.03127911606062,2025-04-17 21:48:22.959747
"{'x': -9.210493786621093, 'y': -2.252943762207031, 'z': -1.8938135131835936}","{'x': -1.099236641221374, 'y': -0.07633587786259542, 'z': -1.0458015267175573}",81.06558750115617,2025-04-17 21:48:32.966275
"{'x': -9.150638745117186, 'y': -2.27927998046875, 'z': -1.8722656982421875}","{'x': -1.1755725190839694, 'y': -0.05343511450381679, 'z': -0.9694656488549618}",81.13569716853097,2025-04-17 21:48:42.972574
"{'x': -9.167398156738281, 'y': -2.243366955566406, 'z': -1.8459294799804686}","{'x': -1.213740458015267, 'y': -0.19083969465648856, 'z': -0.9770992366412213}",81.15700242880105,2025-04-17 21:48:52.978894
"{'x': -9.181763366699219, 'y': -2.3223756103515623, 'z': -1.9033903198242186}","{'x': -1.3511450381679388, 'y': -0.1297709923664122, 'z': -1.2900763358778626}",81.24780723120439,2025-04-17 21:49:02.994556
"{'x': -9.181763366699219, 'y': -2.2744915771484373, 'z': -1.917755529785156}","{'x': -1.213740458015267, 'y': -0.1450381679389313, 'z': -0.9312977099236641}",81.28328487285508,2025-04-17 21:49:13.001221
"{'x': -9.1554271484375, 'y': -2.262520568847656, 'z': -1.8842367065429686}","{'x': -1.2213740458015268, 'y': -0.16030534351145037, 'z': -1.0916030534351144}",81.31545503503253,2025-04-17 21:49:23.008747
"{'x': -9.210493786621093, 'y': -2.2673089721679687, 'z': -1.9656395629882812}","{'x': -1.16793893129771, 'y': -0.19083969465648856, 'z': -1.0229007633587786}",81.3110580923739,2025-04-17 21:49:33.015039
"{'x': -9.181763366699219, 'y': -2.152387292480469, 'z': -1.8363526733398436}","{'x': -1.2595419847328244, 'y': -0.3511450381679389, 'z': -1.099236641221374}",81.27255148326866,2025-04-17 21:49:43.021645
"{'x': -9.172186560058593, 'y': -2.288856787109375, 'z': -1.8938135131835936}","{'x': -1.213740458015267, 'y': -0.2748091603053435, 'z': -1.2366412213740459}",81.25022032811539,2025-04-17 21:49:53.027960
"{'x': -9.198522778320312, 'y': -2.24097275390625, 'z': -1.9009961181640624}","{'x': -1.2290076335877862, 'y': -0.12213740458015267, 'z': -1.183206106870229}",81.30242247351093,2025-04-17 21:50:03.036812
"{'x': -9.241618408203124, 'y': -2.2361843505859373, 'z': -1.7238251953125}","{'x': -1.2061068702290076, 'y': -0.17557251908396945, 'z': -0.9770992366412213}",81.33309061207629,2025-04-17 21:50:13.043229
"{'x': -9.162609753417968, 'y': -2.250549560546875, 'z': -1.9416975463867185}","{'x': -1.3435114503816794, 'y': -0.1984732824427481, 'z': -0.9541984732824428}",81.38417383824753,2025-04-17 21:50:23.050100
"{'x': -9.176974963378905, 'y': -2.2673089721679687, 'z': -1.924938134765625}","{'x': -1.1374045801526718, 'y': -0.29770992366412213, 'z': -1.1450381679389312}",81.3220215750594,2025-04-17 21:50:33.057834
"{'x': -9.1554271484375, 'y': -2.2864625854492187, 'z': -1.7118541870117185}","{'x': -1.1526717557251909, 'y': -0.26717557251908397, 'z': -1.183206106870229}",81.2925330668581,2025-04-17 21:50:43.064155
"{'x': -9.13627353515625, 'y': -2.2673089721679687, 'z': -1.838746875}","{'x': -1.282442748091603, 'y': -0.03816793893129771, 'z': -1.083969465648855}",81.40268250915895,2025-04-17 21:50:53.070678
"{'x': -9.150638745117186, 'y': -2.2864625854492187, 'z': -1.8770541015625}","{'x': -1.0687022900763359, 'y': -0.16793893129770993, 'z': -1.0229007633587786}",81.37874093212567,2025-04-17 21:51:03.076994
"{'x': -9.208099584960937, 'y': -2.269703173828125, 'z': -1.8602946899414061}","{'x': -1.2442748091603053, 'y': -0.03816793893129771, 'z': -0.8702290076335878}",81.47419321071935,2025-04-17 21:51:13.083312
"{'x': -9.337386474609374, 'y': -2.2026655273437497, 'z': -1.7693150268554687}","{'x': -1.2366412213740459, 'y': -0.05343511450381679, 'z': -0.9236641221374046}",81.56565020475628,2025-04-17 21:51:23.089636
"{'x': -9.196128576660156, 'y': -2.43250888671875, 'z': -1.905784521484375}","{'x': -1.2366412213740459, 'y': -0.183206106870229, 'z': -0.9236641221374046}",81.58569323697348,2025-04-17 21:51:33.096001
"{'x': -9.150638745117186, 'y': -2.2290017456054687, 'z': -1.8938135131835936}","{'x': -1.2900763358778626, 'y': -0.3969465648854962, 'z': -1.1908396946564885}",81.52679308401176,2025-04-17 21:51:43.111312
"{'x': -9.196128576660156, 'y': -2.2768857788085937, 'z': -1.8267758666992187}","{'x': -1.2748091603053435, 'y': -0.3282442748091603, 'z': -1.0534351145038168}",81.49981611117785,2025-04-17 21:51:53.118064
"{'x': -9.18655177001953, 'y': -2.3151930053710936, 'z': -1.867477294921875}","{'x': -1.2671755725190839, 'y': -0.183206106870229, 'z': -0.9541984732824428}",81.5338717852786,2025-04-17 21:52:03.124531
"{'x': -9.181763366699219, 'y': -2.2553379638671873, 'z': -1.8100164550781248}","{'x': -1.2290076335877862, 'y': -0.12213740458015267, 'z': -0.8396946564885496}",81.58584974584387,2025-04-17 21:52:13.130863
"{'x': -9.184157568359375, 'y': -2.3223756103515623, 'z': -1.8435352783203125}","{'x': -1.0763358778625953, 'y': -0.17557251908396945, 'z': -1.0687022900763359}",81.55979722711001,2025-04-17 21:52:23.137347
"{'x': -9.30147344970703, 'y': -2.2649147705078123, 'z': -1.879448303222656}","{'x': -1.251908396946565, 'y': -0.35877862595419846, 'z': -0.9923664122137404}",81.5088761838359,2025-04-17 21:52:33.152660
"{'x': -9.196128576660156, 'y': -2.2601263671875, 'z': -1.7860744384765623}","{'x': -1.2900763358778626, 'y': -0.26717557251908397, 'z': -1.0610687022900764}",81.51748718589103,2025-04-17 21:52:43.159557
"{'x': -9.191340173339842, 'y': -2.27927998046875, 'z': -1.889025109863281}","{'x': -1.1984732824427482, 'y': -0.16030534351145037, 'z': -1.3053435114503817}",81.53762889285451,2025-04-17 21:52:53.165949
"{'x': -9.17458076171875, 'y': -2.272097375488281, 'z': -1.8291700683593748}","{'x': -1.3435114503816794, 'y': -0.09923664122137404, 'z': -0.9923664122137404}",81.63657697759147,2025-04-17 21:53:03.172389
"{'x': -9.332598071289063, 'y': -2.2649147705078123, 'z': -1.7166425903320313}","{'x': -1.2595419847328244, 'y': -0.22137404580152673, 'z': -1.0305343511450382}",81.6589928423733,2025-04-17 21:53:13.187742
"{'x': -9.188945971679686, 'y': -2.2864625854492187, 'z': -1.8914193115234375}","{'x': -1.2748091603053435, 'y': 1.8778625954198473, 'z': -1.1145038167938932}",82.6279930118455,2025-04-17 21:53:23.194450
"{'x': -9.325415466308593, 'y': -2.2361843505859373, 'z': -1.8195932617187498}","{'x': -1.1908396946564885, 'y': -0.2748091603053435, 'z': -1.1450381679389312}",82.57761360505815,2025-04-17 21:53:33.200777
"{'x': -9.13627353515625, 'y': -2.2290017456054687, 'z': -1.8746598999023436}","{'x': -1.282442748091603, 'y': -0.2366412213740458, 'z': -1.0305343511450382}",82.5698109210599,2025-04-17 21:53:43.207113
"{'x': -9.181763366699219, 'y': -2.2601263671875, 'z': -1.8914193115234375}","{'x': -1.1068702290076335, 'y': -0.1297709923664122, 'z': -0.9847328244274809}",82.5528306184471,2025-04-17 21:53:53.222431
"{'x': -9.210493786621093, 'y': -2.2361843505859373, 'z': -1.898601916503906}","{'x': -1.1297709923664123, 'y': -0.24427480916030533, 'z': -0.9923664122137404}",82.49151319064488,2025-04-17 21:54:03.229145
"{'x': -9.313444458007812, 'y': -2.27927998046875, 'z': -1.8004396484374998}","{'x': -1.1450381679389312, 'y': -0.24427480916030533, 'z': -1.0610687022900764}",82.44361142756328,2025-04-17 21:54:13.235617
"{'x': -9.145850341796875, 'y': -2.24097275390625, 'z': -1.8818425048828125}","{'x': -1.3511450381679388, 'y': -1.9389312977099236, 'z': -1.0229007633587786}",81.6861454782293,2025-04-17 21:54:23.241959
"{'x': -9.181763366699219, 'y': -2.1595698974609374, 'z': -1.9871873779296874}","{'x': -1.2671755725190839, 'y': -0.4122137404580153, 'z': -1.183206106870229}",81.60513639617152,2025-04-17 21:54:33.249481
"{'x': -9.227253198242186, 'y': -2.3678654418945313, 'z': -1.879448303222656}","{'x': -1.297709923664122, 'y': -0.22900763358778625, 'z': -0.9694656488549618}",81.62606041724273,2025-04-17 21:54:43.264234
"{'x': -9.198522778320312, 'y': -2.2385785522460937, 'z': -1.8507178833007811}","{'x': -1.2366412213740459, 'y': -0.007633587786259542, 'z': -0.9694656488549618}",81.7284787370918,2025-04-17 21:54:53.271058
"{'x': -9.176974963378905, 'y': -2.2673089721679687, 'z': -1.8650830932617186}","{'x': -1.3587786259541985, 'y': -0.22900763358778625, 'z': -1.0763358778625953}",81.76765405329128,2025-04-17 21:55:03.277365
"{'x': -9.34696328125, 'y': -2.2361843505859373, 'z': -1.8315642700195311}","{'x': -1.2290076335877862, 'y': -0.21374045801526717, 'z': -1.0763358778625953}",81.77429854953834,2025-04-17 21:55:13.283798
"{'x': -9.093177905273437, 'y': -2.2553379638671873, 'z': -1.8195932617187498}","{'x': -1.2213740458015268, 'y': -0.08396946564885496, 'z': -1.1450381679389312}",81.83458716419848,2025-04-17 21:55:23.299606
"{'x': -9.203311181640624, 'y': -2.2481553588867187, 'z': -1.867477294921875}","{'x': -1.1374045801526718, 'y': -0.22137404580152673, 'z': -0.9618320610687023}",81.8020947947808,2025-04-17 21:55:33.306627
"{'x': -9.165003955078124, 'y': -2.2673089721679687, 'z': -1.879448303222656}","{'x': -1.2442748091603053, 'y': -0.31297709923664124, 'z': -0.9923664122137404}",81.7627374290161,2025-04-17 21:55:43.312929
"{'x': -9.184157568359375, 'y': -2.250549560546875, 'z': -1.848323681640625}","{'x': -1.2290076335877862, 'y': -0.11450381679389313, 'z': -1.015267175572519}",81.81139532585335,2025-04-17 21:55:53.320507
"{'x': -9.212887988281249, 'y': -2.2361843505859373, 'z': -1.927332336425781}","{'x': -1.1755725190839694, 'y': -0.21374045801526717, 'z': -1.083969465648855}",81.79189047309497,2025-04-17 21:56:03.335813
"{'x': -9.157821350097656, 'y': -2.2290017456054687, 'z': -1.908178723144531}","{'x': -1.2290076335877862, 'y': 0.007633587786259542, 'z': -1.0}",81.89144975319432,2025-04-17 21:56:13.342677
"{'x': -9.337386474609374, 'y': -2.4396914916992185, 'z': -1.7453730102539062}","{'x': -1.282442748091603, 'y': -0.11450381679389313, 'z': -1.0305343511450382}",81.96225048255205,2025-04-17 21:56:23.349536
"{'x': -9.184157568359375, 'y': -2.2385785522460937, 'z': -1.714248388671875}","{'x': -1.4580152671755726, 'y': -0.13740458015267176, 'z': -0.8625954198473282}",82.0803026366875,2025-04-17 21:56:33.357126
"{'x': -9.215282189941405, 'y': -2.24097275390625, 'z': -1.9009961181640624}","{'x': -1.2595419847328244, 'y': -0.13740458015267176, 'z': -1.1374045801526718}",82.11950065703185,2025-04-17 21:56:43.363431
"{'x': -9.255983618164063, 'y': -2.1499930908203124, 'z': -1.8914193115234375}","{'x': -1.2290076335877862, 'y': -0.16030534351145037, 'z': -0.8931297709923665}",82.13869978570803,2025-04-17 21:56:53.369915
"{'x': -9.22485899658203, 'y': -2.269703173828125, 'z': -1.85790048828125}","{'x': -1.2442748091603053, 'y': -0.25190839694656486, 'z': -1.1450381679389312}",82.12240421765192,2025-04-17 21:57:03.376229
"{'x': -9.112331518554686, 'y': -2.2936451904296873, 'z': -1.9009961181640624}","{'x': -1.3435114503816794, 'y': 0.015267175572519083, 'z': -1.1450381679389312}",82.25633172337655,2025-04-17 21:57:13.382656
"{'x': -9.169792358398437, 'y': -2.250549560546875, 'z': -1.89620771484375}","{'x': -1.1603053435114503, 'y': -0.22137404580152673, 'z': -1.1145038167938932}",82.22079802198623,2025-04-17 21:57:23.388966
"{'x': -9.188945971679686, 'y': -2.2673089721679687, 'z': -1.886630908203125}","{'x': -1.2366412213740459, 'y': -0.1297709923664122, 'z': -1.1297709923664123}",82.25360011139843,2025-04-17 21:57:33.395363
"{'x': -9.18655177001953, 'y': -2.2026655273437497, 'z': -1.7932570434570312}","{'x': -1.282442748091603, 'y': -0.3893129770992366, 'z': -1.1374045801526718}",82.18883973107236,2025-04-17 21:57:43.401713
"{'x': -9.150638745117186, 'y': -2.2361843505859373, 'z': -1.9297265380859374}","{'x': -1.297709923664122, 'y': -0.24427480916030533, 'z': -1.1450381679389312}",82.18727845918103,2025-04-17 21:57:53.408135
"{'x': -9.179369165039063, 'y': -2.2601263671875, 'z': -1.886630908203125}","{'x': -1.3053435114503817, 'y': -0.24427480916030533, 'z': -0.9389312977099237}",82.19133439523796,2025-04-17 21:58:03.418423
"{'x': -9.210493786621093, 'y': -2.243366955566406, 'z': -1.946485949707031}","{'x': -1.0763358778625953, 'y': -0.20610687022900764, 'z': -0.9618320610687023}",82.13366633537098,2025-04-17 21:58:13.424894
