temp,pres,hum,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,angle
37.41389083862305,1000.600341796875,25.111957550048828,0.0029093509074300528,0.004613059107214212,0.9889218211174011,-0.004403375089168549,0.0022119907662272453,0.00032228417694568634,2025-02-24 22:07:45.434375,0.30960428073860635
37.377777099609375,1000.599609375,25.15118408203125,0.0026669050566852093,0.0026707183569669724,0.9857537150382996,-0.0021999329328536987,0.0015376629307866096,-0.0003092437982559204,2025-02-24 22:07:45.564647,0.214955956686316
37.377777099609375,1000.59619140625,25.133079528808594,0.0029093509074300528,0.005584229249507189,0.987459659576416,-0.0017909854650497437,0.0038938531652092934,-0.000594189390540123,2025-02-24 22:07:45.691360,0.3580021982990934
37.323612213134766,1000.60107421875,25.1783390045166,0.0029093509074300528,0.004370266571640968,0.9855100512504578,-0.0013956576585769653,0.00048601068556308746,-0.0009201075881719589,2025-02-24 22:07:45.821625,0.2991069148252962
37.41389083862305,1000.59326171875,25.130062103271484,0.0016971214208751917,0.0048558516427874565,0.9864848256111145,-0.0007182583212852478,0.0001896992325782776,-0.0021512024104595184,2025-02-24 22:07:45.948280,0.29277388936198734
37.30555725097656,1000.593017578125,25.172304153442383,0.002424459205940366,0.0048558516427874565,0.9891654849052429,0.004130654036998749,-0.00011187605559825897,0.0012036040425300598,2025-02-24 22:07:46.078371,0.3081283455970718
37.377777099609375,1000.596435546875,25.18739128112793,0.0029093509074300528,0.0031563034281134605,0.9872159361839294,-0.0010162144899368286,0.0034752581268548965,-5.789846181869507e-05,2025-02-24 22:07:46.204972,0.24411371905963042
37.45000076293945,1000.592529296875,25.971891403198242,0.0021820133551955223,0.004613059107214212,0.9881907105445862,0.00014819949865341187,0.003124736249446869,0.000844927504658699,2025-02-24 22:07:46.335249,0.28994514665500665
37.377777099609375,1000.58544921875,25.07575035095215,0.0029093509074300528,0.004127473570406437,0.9889218211174011,0.0043373629450798035,0.0006888490170240402,-0.0003642421215772629,2025-02-24 22:07:46.461976,0.2867543036735257
37.41389083862305,1000.585205078125,25.03652572631836,0.0021820133551955223,0.0033990959636867046,0.9891654849052429,-0.002068065106868744,0.003048095852136612,0.0014042705297470093,2025-02-24 22:07:46.592250,0.22924366073588834
