temp,pres,hum,red,green,blue,clear,mag_x,mag_y,mag_z,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
34.16389083862305,1034.3779296875,25.98094367980957,0,0,0,1,-5.325908184051514,-10.868494987487793,-0.2914592921733856,-0.0014810138382017612,-0.0,0.9811235070228577,0.00014285743236541748,0.0007701311260461807,0.001028597354888916,2024-11-20 01:03:38.586468
34.05555725097656,1034.3740234375,25.07273292541504,0,0,0,1,-15.725611686706543,-32.084251403808594,-0.6988442540168762,-0.004443041514605284,-0.0031359365675598383,0.9779554605484009,0.0013922378420829773,-0.0032018842175602913,-0.00019793957471847534,2024-11-20 01:03:38.637850
34.05555725097656,1034.377685546875,25.07273292541504,36,26,16,74,-21.022817611694336,-42.87809753417969,-0.9926876425743103,-0.0019746851176023483,-0.0014473553746938705,0.9786865711212158,0.0028396770358085632,0.0010306723415851593,0.0003975033760070801,2024-11-20 01:03:38.680996
34.03750228881836,1034.3779296875,25.474035263061523,36,26,16,74,-23.867090225219727,-48.689979553222656,-1.595724105834961,-0.0024683563970029354,-0.0016885813092812896,0.9835605025291443,0.00040206313133239746,0.0016000214964151382,-0.0007334053516387939,2024-11-20 01:03:38.732174
34.03750228881836,1034.377197265625,25.474035263061523,36,26,16,74,-25.22098731994629,-51.33700942993164,-1.9436570405960083,-0.0012341781985014677,0.0016995479818433523,0.9781991243362427,0.0024195536971092224,-0.0005259662866592407,0.0016449540853500366,2024-11-20 01:03:38.775325
34.127777099609375,1034.383056640625,26.32793426513672,36,26,16,74,-25.918153762817383,-52.74791717529297,-1.9032599925994873,-0.008392412215471268,-0.006030647549778223,0.9750310778617859,0.0030455514788627625,0.000635949894785881,0.001963280141353607,2024-11-20 01:03:38.826502
34.03750228881836,1034.38623046875,25.85723304748535,35,26,16,74,-26.105871200561523,-53.69374465942383,-1.5718826055526733,0.00048489184700883925,0.0007283777231350541,0.9828293919563293,-0.008021607995033264,0.006420040037482977,8.947402238845825e-05,2024-11-20 01:03:38.878148
34.03750228881836,1034.39501953125,25.85723304748535,35,26,16,74,-26.310970306396484,-54.10790252685547,-1.3270777463912964,-0.005924055352807045,-0.003377162618562579,0.9840478897094727,0.006148979067802429,-0.0023610666394233704,-0.000795505940914154,2024-11-20 01:03:38.921549
33.929168701171875,1034.3955078125,25.359376907348633,35,26,16,74,-26.297142028808594,-54.14265823364258,-1.2851734161376953,-0.0012341781985014677,0.00048558515845797956,0.9777117371559143,-0.0024342983961105347,0.0018449453637003899,-0.003448404371738434,2024-11-20 01:03:38.965748
33.929168701171875,1034.391845703125,25.359376907348633,35,26,16,74,-26.32400894165039,-53.995662689208984,-1.03732168674469,-0.0019746851176023483,-0.0,0.9791739583015442,-0.0022330954670906067,0.0027189692482352257,-0.001025184988975525,2024-11-20 01:03:39.008877
34.05555725097656,1034.387939453125,27.480546951293945,35,26,16,74,-26.693401336669922,-53.89387512207031,-1.2528597116470337,-0.0014810138382017612,-0.0004824517818633467,0.981610894203186,-0.005884677171707153,0.0029985997825860977,0.0001866370439529419,2024-11-20 01:03:39.060019
33.983333587646484,1034.381591796875,25.733524322509766,35,26,16,74,-26.86466407775879,-54.19060134887695,-1.1203093528747559,-0.0009873425588011742,-0.0,0.9794176816940308,-0.0004329010844230652,0.0008628200739622116,0.0001420527696609497,2024-11-20 01:03:39.111153
33.983333587646484,1034.383544921875,25.733524322509766,35,26,16,74,-26.827634811401367,-54.176910400390625,-0.8888719081878662,-0.005924055352807045,-0.005065743811428547,0.9794176816940308,0.003262817859649658,-0.00011550448834896088,0.0028977543115615845,2024-11-20 01:03:39.154232
34.10972213745117,1034.37890625,25.938701629638672,35,26,16,74,-26.56892204284668,-54.21002960205078,-1.0167760848999023,-0.0007405069191008806,-0.0,0.9789302349090576,-0.0003956109285354614,0.00018673669546842575,0.0010472536087036133,2024-11-20 01:03:39.205316
34.10972213745117,1034.379638671875,25.938701629638672,35,26,16,74,-26.698726654052734,-54.12160110473633,-1.055283546447754,-0.005183548666536808,-0.004100840073078871,0.9806361198425293,0.0016698986291885376,0.0004780329763889313,0.0022417083382606506,2024-11-20 01:03:39.248370
34.03750228881836,1034.37939453125,27.248212814331055,35,26,16,74,-26.70882225036621,-54.286048889160156,-1.310120940208435,-0.0007405069191008806,0.0007283777231350541,0.9799050092697144,-0.0017262771725654602,0.0019761021248996258,-0.0008221268653869629,2024-11-20 01:03:39.299524
