temp,pres,hum,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
36.366668701171875,0,30.295696258544922,-0.011601275764405727,-0.05765299126505852,0.9940394163131714,0.8001613616943359,-0.10983829200267792,0.018212322145700455,2025-02-24 20:24:50.241767
36.69166946411133,1000.062255859375,29.36334800720215,0.0058187018148601055,-0.03714878484606743,0.990384042263031,0.005270048975944519,-0.006412292830646038,0.044493433088064194,2025-02-24 20:25:10.298065
36.70972442626953,1000.0634765625,29.16722297668457,0.005091364029794931,-0.03328917175531387,0.988434374332428,0.006295591592788696,-0.007689967751502991,0.04029763489961624,2025-02-24 20:25:30.330416
36.89027786254883,1000.031494140625,29.01937484741211,0.00630359398201108,-0.032806720584630966,0.987459659576416,0.0013112500309944153,-0.00507668312638998,0.040461018681526184,2025-02-24 20:25:50.391492
36.962501525878906,1000.050537109375,29.873273849487305,0.006061147898435593,-0.029188333079218864,0.9908714294433594,0.003278784453868866,-0.006969191133975983,0.03911746293306351,2025-02-24 20:26:10.418531
37.19722366333008,999.980224609375,28.67540168762207,0.0007273377268575132,-0.03087691403925419,0.9894092082977295,0.003129124641418457,-0.004980528727173805,0.035391055047512054,2025-02-24 20:26:30.446154
37.35972213745117,1000.016845703125,28.512466430664062,0.00630359398201108,-0.03087691403925419,0.987459659576416,0.005626589059829712,-0.005659902468323708,0.03748444467782974,2025-02-24 20:26:50.508097
37.52222442626953,1000.02392578125,29.293949127197266,0.004848918411880732,-0.03160059452056885,0.9920898675918579,0.012005254626274109,-0.008729121647775173,0.03654039651155472,2025-02-24 20:27:10.535389
37.43194580078125,1000.091796875,28.304271697998047,0.00630359398201108,-0.030635690316557884,0.9872159361839294,0.007771879434585571,-0.006681798957288265,0.03326074779033661,2025-02-24 20:27:30.561964
37.70277786254883,1000.048095703125,27.999523162841797,0.005091364029794931,-0.028464656323194504,0.9901403188705444,0.008383452892303467,-0.005843347869813442,0.031851835548877716,2025-02-24 20:27:50.592330
37.61250305175781,1000.069580078125,29.025409698486328,0.005576256196945906,-0.03160059452056885,0.9859974384307861,0.010506421327590942,-0.007440284825861454,0.03225129842758179,2025-02-24 20:28:10.623695
37.79305648803711,1000.045654296875,28.18358039855957,0.00654603959992528,-0.032806720584630966,0.9889218211174011,0.007534295320510864,-0.0048353224992752075,0.0299398060888052,2025-02-24 20:28:30.657926
38.208335876464844,1000.070068359375,28.014610290527344,0.00048489184700883925,-0.02122787944972515,0.9877033233642578,0.007093898952007294,-0.006155465729534626,0.026920538395643234,2025-02-24 20:28:50.687847
38.406944274902344,1000.064697265625,27.408130645751953,0.008243161253631115,-0.02967078611254692,0.9781991243362427,0.0005965903401374817,-0.014858335256576538,0.11694327741861343,2025-02-24 20:29:10.718772
38.37083435058594,1000.070556640625,28.041765213012695,0.003879134776070714,-0.031359363347291946,0.9894092082977295,0.006136029958724976,-0.0037188706919550896,0.02237776480615139,2025-02-24 20:29:30.749034
38.60555648803711,1000.069580078125,27.98745346069336,0.00630359398201108,-0.03015323542058468,0.9896529316902161,0.008848704397678375,-0.005371479317545891,0.023673424497246742,2025-02-24 20:29:50.777807
38.587501525878906,1000.075927734375,27.540891647338867,0.006061147898435593,-0.02677607536315918,0.9906277060508728,0.00856386125087738,-0.0034310221672058105,0.022329190745949745,2025-02-24 20:30:10.810486
38.75,1000.056884765625,28.198665618896484,0.030305739492177963,-0.039078593254089355,0.9898965954780579,0.016860924661159515,-0.005994121544063091,0.02952142059803009,2025-02-24 20:30:30.851756
39.03889083862305,1000.044189453125,27.19390106201172,0.006061147898435593,-0.025087492540478706,0.9911150336265564,0.010133959352970123,-0.004918670281767845,0.023538343608379364,2025-02-24 20:30:50.885391
39.07500076293945,1000.036376953125,27.021915435791016,0.008485606871545315,-0.025087492540478706,0.988434374332428,0.007464446127414703,-0.0038689691573381424,0.030175471678376198,2025-02-24 20:31:10.922048
39.14722442626953,1000.03662109375,26.54517936706543,0.004848918411880732,-0.023398911580443382,0.9916024804115295,0.007165178656578064,-0.0013679005205631256,0.019121022894978523,2025-02-24 20:31:30.949270
