accelerometer,gyroscope,overall_angle,time
"{'x': 5.379771130371093, 'y': 0.17238251953125, 'z': 7.220912207031249}","{'x': -1.0381679389312977, 'y': -0.2595419847328244, 'z': -0.8778625954198473}",50.49150211048734,2025-04-17 13:35:15.451801
"{'x': 5.415684155273437, 'y': 0.1771709228515625, 'z': 7.319074475097656}","{'x': -1.015267175572519, 'y': -0.1450381679389313, 'z': -0.9541984732824428}",50.46013820986606,2025-04-17 13:35:25.461104
"{'x': 5.439626171875, 'y': 0.26336218261718747, 'z': 7.275978845214843}","{'x': -0.9923664122137404, 'y': -0.15267175572519084, 'z': -1.015267175572519}",50.42491153956719,2025-04-17 13:35:35.467825
"{'x': 5.336675500488281, 'y': 0.14604630126953125, 'z': 7.204152795410156}","{'x': -0.9618320610687023, 'y': -0.07633587786259542, 'z': -1.0458015267175573}",50.34875723667528,2025-04-17 13:35:45.474658
"{'x': 5.444414575195312, 'y': 0.16998831787109375, 'z': 7.364564306640625}","{'x': -1.0763358778625953, 'y': -0.6641221374045801, 'z': -1.1755725190839694}",50.58495609628962,2025-04-17 13:35:55.481004
"{'x': 5.394136340332031, 'y': 0.29448680419921874, 'z': 7.299920861816406}","{'x': -1.1450381679389312, 'y': -0.1450381679389313, 'z': -1.1068702290076335}",50.58186938615854,2025-04-17 13:36:05.487435
"{'x': 5.379771130371093, 'y': 0.17238251953125, 'z': 7.295132458496093}","{'x': -0.9007633587786259, 'y': -0.3816793893129771, 'z': -0.9236641221374046}",50.625282448215316,2025-04-17 13:36:15.493822
"{'x': 5.418078356933593, 'y': 0.1771709228515625, 'z': 7.254431030273437}","{'x': -1.0381679389312977, 'y': -0.05343511450381679, 'z': -0.9465648854961832}",50.558876255204844,2025-04-17 13:36:25.500142
"{'x': 5.604826086425781, 'y': 0.0909796630859375, 'z': 7.292738256835937}","{'x': -0.5648854961832062, 'y': 1.786259541984733, 'z': -0.8931297709923665}",49.499932462788664,2025-04-17 13:36:35.507226
"{'x': 5.461173986816406, 'y': 0.13168109130859373, 'z': 7.240065820312499}","{'x': -1.0610687022900764, 'y': -0.1450381679389313, 'z': -0.9083969465648855}",49.51454326926537,2025-04-17 13:36:45.513559
"{'x': 5.453991381835937, 'y': 0.19153613281249998, 'z': 7.259219433593749}","{'x': -1.1374045801526718, 'y': -0.1450381679389313, 'z': -1.2213740458015268}",49.54618398774245,2025-04-17 13:36:55.520163
"{'x': 5.391742138671875, 'y': 0.2346317626953125, 'z': 7.285555651855469}","{'x': -0.9847328244274809, 'y': -0.2824427480916031, 'z': -1.0916030534351144}",49.58537702857668,2025-04-17 13:37:05.527277
"{'x': 5.453991381835937, 'y': 0.25139117431640623, 'z': 7.261613635253906}","{'x': -0.916030534351145, 'y': -0.26717557251908397, 'z': -1.1908396946564885}",49.601375936081645,2025-04-17 13:37:15.533611
"{'x': 5.49708701171875, 'y': 0.20829554443359374, 'z': 7.175422375488281}","{'x': -1.2061068702290076, 'y': -1.3511450381679388, 'z': -0.9847328244274809}",50.22982277661491,2025-04-17 13:37:25.540566
"{'x': 5.449202978515625, 'y': 0.2346317626953125, 'z': 7.228094812011718}","{'x': -1.015267175572519, 'y': 0.5267175572519084, 'z': -0.8091603053435115}",49.890653646714135,2025-04-17 13:37:35.546961
"{'x': 5.537788439941406, 'y': 0.28730419921875, 'z': 7.067683300781249}","{'x': -0.9847328244274809, 'y': -0.0916030534351145, 'z': -0.8931297709923665}",49.85553926840776,2025-04-17 13:37:45.554043
"{'x': 5.461173986816406, 'y': 0.181959326171875, 'z': 7.125144140624999}","{'x': -1.3129770992366412, 'y': 1.916030534351145, 'z': -1.1221374045801527}",48.975942055433094,2025-04-17 13:37:55.567065
"{'x': 5.453991381835937, 'y': 0.28969840087890625, 'z': 7.271190441894531}","{'x': -0.8778625954198473, 'y': -0.45038167938931295, 'z': -1.1755725190839694}",49.07366977372909,2025-04-17 13:38:05.588536
"{'x': 5.482721801757812, 'y': 0.239420166015625, 'z': 7.326257080078125}","{'x': -1.0229007633587786, 'y': 1.8244274809160306, 'z': -1.1450381679389312}",48.15543236933752,2025-04-17 13:38:15.598717
"{'x': 5.453991381835937, 'y': 0.3016694091796875, 'z': 7.1035963256835934}","{'x': -0.9083969465648855, 'y': -0.2824427480916031, 'z': -1.1908396946564885}",48.20886538689301,2025-04-17 13:38:25.610529
"{'x': 5.363011718749999, 'y': 0.12449848632812499, 'z': 7.256825231933593}","{'x': -1.0458015267175573, 'y': -0.31297709923664124, 'z': -0.9923664122137404}",48.31445657179289,2025-04-17 13:38:35.622394
"{'x': 5.530605834960937, 'y': 0.21068974609375, 'z': 7.206546997070312}","{'x': -0.916030534351145, 'y': -0.2595419847328244, 'z': -1.2061068702290076}",48.3635000634901,2025-04-17 13:38:45.629232
"{'x': 5.475539196777343, 'y': 0.19632453613281248, 'z': 7.350199096679687}","{'x': -1.1068702290076335, 'y': -0.12213740458015267, 'z': -1.0763358778625953}",48.39492150833063,2025-04-17 13:38:55.636802
"{'x': 5.391742138671875, 'y': 0.143652099609375, 'z': 7.211335400390625}","{'x': -0.9312977099236641, 'y': -0.44274809160305345, 'z': -1.183206106870229}",48.52545707207008,2025-04-17 13:39:05.646752
"{'x': 5.4707507934570305, 'y': 0.30406361083984373, 'z': 7.302315063476562}","{'x': -1.0381679389312977, 'y': -0.1450381679389313, 'z': -1.1755725190839694}",48.53753947880184,2025-04-17 13:39:15.654071
"{'x': 5.391742138671875, 'y': 0.19871873779296872, 'z': 7.161057165527343}","{'x': -0.9083969465648855, 'y': -0.6412213740458015, 'z': -1.1984732824427482}",48.75047671844019,2025-04-17 13:39:25.662725
"{'x': 5.463568188476562, 'y': 0.1867477294921875, 'z': 7.206546997070312}","{'x': -0.9007633587786259, 'y': -0.366412213740458, 'z': -1.0076335877862594}",48.83291244890424,2025-04-17 13:39:35.679038
"{'x': 5.492298608398437, 'y': 0.19871873779296872, 'z': 7.218518005371093}","{'x': -1.2213740458015268, 'y': -0.05343511450381679, 'z': -1.1374045801526718}",48.8672078857075,2025-04-17 13:39:45.686418
"{'x': 5.49708701171875, 'y': 0.17477672119140625, 'z': 7.254431030273437}","{'x': -1.0076335877862594, 'y': -0.20610687022900764, 'z': -1.0687022900763359}",48.90599009187504,2025-04-17 13:39:55.695903
"{'x': 5.45877978515625, 'y': 0.16519991455078123, 'z': 7.240065820312499}","{'x': -1.015267175572519, 'y': 1.9465648854961832, 'z': -1.0534351145038168}",47.941390732307205,2025-04-17 13:40:05.703274
"{'x': 5.413289953613281, 'y': 0.19393033447265623, 'z': 7.180210778808593}","{'x': -1.099236641221374, 'y': -0.35877862595419846, 'z': -1.0458015267175573}",48.094265457663454,2025-04-17 13:40:15.710309
"{'x': 5.5449710449218745, 'y': 0.28490999755859375, 'z': 7.1035963256835934}","{'x': -0.9083969465648855, 'y': -0.05343511450381679, 'z': -1.0305343511450382}",48.05132292122681,2025-04-17 13:40:25.716785
"{'x': 5.616797094726562, 'y': 0.26815058593749996, 'z': 7.082048510742187}","{'x': -0.9770992366412213, 'y': -0.2900763358778626, 'z': -1.16793893129771}",48.149579032253015,2025-04-17 13:40:35.727158
"{'x': 5.61200869140625, 'y': 0.23223756103515625, 'z': 7.115567333984375}","{'x': -1.0076335877862594, 'y': -0.35877862595419846, 'z': -1.0}",48.28772477974006,2025-04-17 13:40:45.739219
"{'x': 5.645527514648437, 'y': 0.2561795776367187, 'z': 7.141903552246093}","{'x': -1.1374045801526718, 'y': -0.3435114503816794, 'z': -0.9541984732824428}",48.45618687606533,2025-04-17 13:40:55.752038
"{'x': 5.5545478515625, 'y': 0.23702596435546874, 'z': 7.094019519042968}","{'x': -1.099236641221374, 'y': -0.22900763358778625, 'z': -1.015267175572519}",48.552790014424495,2025-04-17 13:41:05.779968
"{'x': 5.623979699707031, 'y': 0.2442085693359375, 'z': 7.0844427124023435}","{'x': -1.0916030534351144, 'y': -0.3969465648854962, 'z': -1.0534351145038168}",48.72929548452803,2025-04-17 13:41:15.795322
"{'x': 5.664681127929687, 'y': 0.24181436767578124, 'z': 7.1586629638671875}","{'x': -0.9083969465648855, 'y': -0.22137404580152673, 'z': -1.1068702290076335}",48.76210543628337,2025-04-17 13:41:25.802073
"{'x': 5.805939025878906, 'y': 0.21787235107421873, 'z': 7.072471704101562}","{'x': -1.083969465648855, 'y': -0.33587786259541985, 'z': -1.1221374045801527}",48.92144120231774,2025-04-17 13:41:35.817347
"{'x': 5.647921716308593, 'y': 0.18435352783203124, 'z': 7.163451367187499}","{'x': -0.9694656488549618, 'y': -0.2900763358778626, 'z': -1.1374045801526718}",49.00420328070526,2025-04-17 13:41:45.832980
"{'x': 5.645527514648437, 'y': 0.18914193115234373, 'z': 7.134720947265625}","{'x': -1.1145038167938932, 'y': -0.183206106870229, 'z': -1.16793893129771}",49.08166285997596,2025-04-17 13:41:55.848628
"{'x': 5.614402893066406, 'y': 0.2154781494140625, 'z': 7.072471704101562}","{'x': -0.9923664122137404, 'y': -0.17557251908396945, 'z': -1.099236641221374}",49.11560325194024,2025-04-17 13:42:05.864288
"{'x': 5.604826086425781, 'y': 0.14125789794921875, 'z': 7.082048510742187}","{'x': -1.1526717557251909, 'y': -0.5648854961832062, 'z': -0.9923664122137404}",49.384782946408095,2025-04-17 13:42:15.870984
"{'x': 5.57370146484375, 'y': 0.2561795776367187, 'z': 7.050923889160156}","{'x': -1.0916030534351144, 'y': -0.20610687022900764, 'z': -0.8702290076335878}",49.4527578493191,2025-04-17 13:42:25.877308
"{'x': 5.540182641601562, 'y': 0.23223756103515625, 'z': 7.180210778808593}","{'x': -1.0610687022900764, 'y': -0.3053435114503817, 'z': -1.083969465648855}",49.54710309291288,2025-04-17 13:42:35.890910
"{'x': 5.801150622558594, 'y': 0.2442085693359375, 'z': 7.105990527343749}","{'x': -0.9923664122137404, 'y': -0.33587786259541985, 'z': -0.9541984732824428}",49.65835435696101,2025-04-17 13:42:45.906444
"{'x': 5.600037683105469, 'y': 0.21308394775390624, 'z': 7.213729602050781}","{'x': -1.6870229007633588, 'y': 0.0916030534351145, 'z': -1.0}",49.761003193740784,2025-04-17 13:42:55.922137
"{'x': 5.6311623046875, 'y': 0.258573779296875, 'z': 7.113173132324218}","{'x': -1.0229007633587786, 'y': -0.16030534351145037, 'z': -0.9236641221374046}",49.77931119599263,2025-04-17 13:43:05.937788
"{'x': 5.588066674804687, 'y': 0.18435352783203124, 'z': 7.137115148925781}","{'x': -1.0381679389312977, 'y': -0.21374045801526717, 'z': -1.0763358778625953}",49.8272052203537,2025-04-17 13:43:15.953390
"{'x': 5.607220288085937, 'y': 0.16041151123046873, 'z': 7.283161450195312}","{'x': -1.0076335877862594, 'y': -0.20610687022900764, 'z': -1.0381679389312977}",49.855179711437046,2025-04-17 13:43:25.960097
"{'x': 5.597643481445312, 'y': 0.22026655273437498, 'z': 7.1586629638671875}","{'x': -0.9236641221374046, 'y': -0.2748091603053435, 'z': -1.0381679389312977}",49.89145837376485,2025-04-17 13:43:35.975457
"{'x': 5.588066674804687, 'y': 0.28969840087890625, 'z': 7.247248425292969}","{'x': -1.083969465648855, 'y': -0.20610687022900764, 'z': -1.0076335877862594}",49.933339901361244,2025-04-17 13:43:45.991258
"{'x': 5.592855078125, 'y': 0.22744915771484372, 'z': 7.055712292480468}","{'x': -0.9312977099236641, 'y': -0.2900763358778626, 'z': -1.1374045801526718}",49.98343084701534,2025-04-17 13:43:56.007043
"{'x': 5.580884069824219, 'y': 0.21068974609375, 'z': 7.110778930664062}","{'x': -0.7862595419847328, 'y': -1.8778625954198473, 'z': -1.1526717557251909}",50.732892783963436,2025-04-17 13:44:06.022664
"{'x': 5.537788439941406, 'y': 0.21068974609375, 'z': 7.067683300781249}","{'x': -1.1221374045801527, 'y': -0.3969465648854962, 'z': -1.0381679389312977}",50.872370055541886,2025-04-17 13:44:16.038533
"{'x': 5.607220288085937, 'y': 0.20350714111328125, 'z': 7.151480358886718}","{'x': -0.9847328244274809, 'y': -0.3053435114503817, 'z': -1.0}",50.92516679073419,2025-04-17 13:44:26.045286
"{'x': 5.518634826660156, 'y': 0.20829554443359374, 'z': 7.146691955566406}","{'x': -1.0305343511450382, 'y': -0.03816793893129771, 'z': -1.1145038167938932}",50.85682880357613,2025-04-17 13:44:36.060533
"{'x': 5.5832782714843745, 'y': 0.258573779296875, 'z': 7.115567333984375}","{'x': -0.7633587786259542, 'y': -0.33587786259541985, 'z': -0.9465648854961832}",50.85405411819869,2025-04-17 13:44:46.076173
"{'x': 5.647921716308593, 'y': 0.16998831787109375, 'z': 7.125144140624999}","{'x': -1.083969465648855, 'y': -0.16030534351145037, 'z': -1.16793893129771}",50.87601326123893,2025-04-17 13:44:56.091872
"{'x': 5.652710119628906, 'y': 0.19871873779296872, 'z': 7.060500695800781}","{'x': -0.9618320610687023, 'y': -0.2366412213740458, 'z': -0.8854961832061069}",50.89954593306099,2025-04-17 13:45:06.107524
"{'x': 5.633556506347656, 'y': 0.22266075439453123, 'z': 7.146691955566406}","{'x': -1.0610687022900764, 'y': -0.2900763358778626, 'z': -0.9618320610687023}",50.9689419864569,2025-04-17 13:45:16.123186
"{'x': 5.652710119628906, 'y': 0.229843359375, 'z': 7.105990527343749}","{'x': -0.9007633587786259, 'y': -0.25190839694656486, 'z': -0.8702290076335878}",50.97446294755899,2025-04-17 13:45:26.138942
"{'x': 5.616797094726562, 'y': 0.18914193115234373, 'z': 7.1395093505859375}","{'x': -0.9694656488549618, 'y': -0.3435114503816794, 'z': -1.0381679389312977}",51.041689830737525,2025-04-17 13:45:36.154691
"{'x': 5.805939025878906, 'y': 0.2537853759765625, 'z': 7.062894897460937}","{'x': -0.9236641221374046, 'y': -0.33587786259541985, 'z': -1.1221374045801527}",51.10681238199905,2025-04-17 13:45:46.170646
"{'x': 5.655104321289063, 'y': 0.21068974609375, 'z': 7.094019519042968}","{'x': -0.8320610687022901, 'y': -0.3435114503816794, 'z': -1.0534351145038168}",51.13551202088839,2025-04-17 13:45:56.178073
"{'x': 5.664681127929687, 'y': 0.19871873779296872, 'z': 7.117961535644531}","{'x': -0.9847328244274809, 'y': -0.26717557251908397, 'z': -0.9312977099236641}",51.17287324422229,2025-04-17 13:46:06.192764
"{'x': 5.595249279785156, 'y': 0.22744915771484372, 'z': 7.105990527343749}","{'x': -1.1221374045801527, 'y': -0.22137404580152673, 'z': -1.1984732824427482}",51.22134654296358,2025-04-17 13:46:16.199382
"{'x': 5.738901379394531, 'y': 0.296881005859375, 'z': 6.9719152343749995}","{'x': -0.9465648854961832, 'y': -0.2366412213740458, 'z': -0.9770992366412213}",51.24025136055103,2025-04-17 13:46:26.205717
"{'x': 5.679046337890624, 'y': 0.2346317626953125, 'z': 7.161057165527343}","{'x': -1.0305343511450382, 'y': -0.9465648854961832, 'z': -1.1145038167938932}",51.60954572245347,2025-04-17 13:46:36.214262
"{'x': 5.805939025878906, 'y': 0.28969840087890625, 'z': 6.981492041015625}","{'x': -0.8778625954198473, 'y': 0.366412213740458, 'z': -1.0229007633587786}",51.318009331956816,2025-04-17 13:46:46.220961
"{'x': 5.674257934570313, 'y': 0.28012159423828126, 'z': 7.1203557373046875}","{'x': -0.9389312977099237, 'y': -0.3053435114503817, 'z': -1.1145038167938932}",51.35171506667393,2025-04-17 13:46:56.227292
"{'x': 5.662286926269531, 'y': 0.19871873779296872, 'z': 7.058106494140625}","{'x': -1.0229007633587786, 'y': -0.17557251908396945, 'z': -1.0610687022900764}",51.356117139766496,2025-04-17 13:47:06.242815
"{'x': 5.683834741210937, 'y': 0.22266075439453123, 'z': 7.036558679199218}","{'x': -1.015267175572519, 'y': -0.3435114503816794, 'z': -1.0763358778625953}",51.44011593411713,2025-04-17 13:47:16.249515
"{'x': 5.664681127929687, 'y': 0.21787235107421873, 'z': 7.101202124023437}","{'x': -1.0534351145038168, 'y': -0.183206106870229, 'z': -1.0687022900763359}",51.45143032678415,2025-04-17 13:47:26.255834
"{'x': 5.710170959472656, 'y': 0.2346317626953125, 'z': 7.082048510742187}","{'x': -1.0534351145038168, 'y': -0.04580152671755725, 'z': -0.9618320610687023}",51.40082101712872,2025-04-17 13:47:36.262165
"{'x': 5.645527514648437, 'y': 0.19393033447265623, 'z': 7.067683300781249}","{'x': -1.0381679389312977, 'y': -0.1984732824427481, 'z': -0.916030534351145}",51.41796173495805,2025-04-17 13:47:46.268498
"{'x': 5.655104321289063, 'y': 0.239420166015625, 'z': 7.0461354858398435}","{'x': -0.9312977099236641, 'y': -0.16793893129770993, 'z': -1.1526717557251909}",51.38778746460648,2025-04-17 13:47:56.274842
"{'x': 5.53539423828125, 'y': 0.28969840087890625, 'z': 7.122749938964843}","{'x': -0.916030534351145, 'y': -0.37404580152671757, 'z': -1.015267175572519}",51.433585294454105,2025-04-17 13:48:06.288477
"{'x': 5.7317187744140625, 'y': 0.22266075439453123, 'z': 7.077260107421875}","{'x': -1.0229007633587786, 'y': -0.4198473282442748, 'z': -1.1603053435114503}",51.55627067596362,2025-04-17 13:48:16.295048
"{'x': 5.66946953125, 'y': 0.239420166015625, 'z': 7.041347082519531}","{'x': -0.9694656488549618, 'y': -0.0916030534351145, 'z': -1.0763358778625953}",51.499620842680336,2025-04-17 13:48:26.301372
"{'x': 5.813121630859374, 'y': 0.22505495605468748, 'z': 7.015010864257812}","{'x': -0.9312977099236641, 'y': -0.183206106870229, 'z': -0.9770992366412213}",51.49168172205885,2025-04-17 13:48:36.307729
"{'x': 5.698199951171874, 'y': 0.23702596435546874, 'z': 7.125144140624999}","{'x': -1.0610687022900764, 'y': -0.3053435114503817, 'z': -1.1450381679389312}",51.562630462866366,2025-04-17 13:48:46.314069
"{'x': 5.817910034179687, 'y': 0.17238251953125, 'z': 6.921636999511718}","{'x': -0.9923664122137404, 'y': -0.17557251908396945, 'z': -0.9465648854961832}",51.57797419773671,2025-04-17 13:48:56.320406
"{'x': 5.7317187744140625, 'y': 0.18435352783203124, 'z': 7.019799267578125}","{'x': -1.0076335877862594, 'y': -0.2595419847328244, 'z': -0.9694656488549618}",51.62301227409859,2025-04-17 13:49:06.326740
"{'x': 5.616797094726562, 'y': 0.16280571289062498, 'z': 7.091625317382812}","{'x': -1.0763358778625953, 'y': -1.5648854961832062, 'z': -0.916030534351145}",52.301193556566844,2025-04-17 13:49:16.342038
"{'x': 5.7125651611328125, 'y': 0.22026655273437498, 'z': 7.031770275878906}","{'x': -0.8931297709923665, 'y': -0.3816793893129771, 'z': -1.099236641221374}",52.352870844041995,2025-04-17 13:49:26.348744
"{'x': 5.817910034179687, 'y': 0.28012159423828126, 'z': 7.060500695800781}","{'x': -1.0305343511450382, 'y': -0.46564885496183206, 'z': -1.0381679389312977}",52.486713010336494,2025-04-17 13:49:36.355065
"{'x': 5.671863732910156, 'y': 0.24660277099609373, 'z': 7.1035963256835934}","{'x': -0.8931297709923665, 'y': -0.29770992366412213, 'z': -1.1908396946564885}",52.48444595261918,2025-04-17 13:49:46.361395
"{'x': 5.643133312988281, 'y': 0.21068974609375, 'z': 7.096413720703125}","{'x': -1.0305343511450382, 'y': -0.16030534351145037, 'z': -1.0458015267175573}",52.4557300120861,2025-04-17 13:49:56.367725
"{'x': 5.68862314453125, 'y': 0.2346317626953125, 'z': 7.168239770507812}","{'x': -0.8778625954198473, 'y': -0.2900763358778626, 'z': -1.1450381679389312}",52.44404970818918,2025-04-17 13:50:06.383029
"{'x': 5.683834741210937, 'y': 0.23223756103515625, 'z': 7.024587670898437}","{'x': -1.083969465648855, 'y': -0.33587786259541985, 'z': -1.1374045801526718}",52.52307143010483,2025-04-17 13:50:16.389716
"{'x': 5.6383449096679685, 'y': 0.19871873779296872, 'z': 6.981492041015625}","{'x': -1.015267175572519, 'y': -0.37404580152671757, 'z': -1.015267175572519}",52.6005311576571,2025-04-17 13:50:26.396042
"{'x': 5.705382556152343, 'y': 0.24660277099609373, 'z': 7.127538342285156}","{'x': -1.099236641221374, 'y': -0.15267175572519084, 'z': -1.0763358778625953}",52.58632507599107,2025-04-17 13:50:36.402362
"{'x': 5.698199951171874, 'y': 0.26336218261718747, 'z': 7.060500695800781}","{'x': -1.0381679389312977, 'y': -0.183206106870229, 'z': -0.9770992366412213}",52.572408738700105,2025-04-17 13:50:46.408683
"{'x': 5.659892724609374, 'y': 0.27293898925781246, 'z': 7.0078282592773435}","{'x': -1.015267175572519, 'y': -0.1297709923664122, 'z': -1.0076335877862594}",52.526002500730414,2025-04-17 13:50:56.415005
"{'x': 5.667075329589843, 'y': 0.22026655273437498, 'z': 7.079654309082031}","{'x': -1.0076335877862594, 'y': -0.37404580152671757, 'z': -1.0610687022900764}",52.59559628279678,2025-04-17 13:51:06.430410
"{'x': 5.683834741210937, 'y': 0.24181436767578124, 'z': 7.048529687499999}","{'x': -1.1297709923664123, 'y': -0.22900763358778625, 'z': -0.9847328244274809}",52.630905934125366,2025-04-17 13:51:16.437355
"{'x': 5.523423229980469, 'y': 0.201112939453125, 'z': 6.924031201171875}","{'x': -1.099236641221374, 'y': -0.1450381679389313, 'z': -1.0381679389312977}",52.613533216694144,2025-04-17 13:51:26.443677
"{'x': 5.698199951171874, 'y': 0.2059013427734375, 'z': 7.079654309082031}","{'x': -0.9770992366412213, 'y': -0.33587786259541985, 'z': -1.2442748091603053}",52.65774005841105,2025-04-17 13:51:36.450072
"{'x': 5.796362219238281, 'y': 0.29448680419921874, 'z': 7.048529687499999}","{'x': -1.099236641221374, 'y': -0.21374045801526717, 'z': -1.0763358778625953}",52.68178473297106,2025-04-17 13:51:46.456395
"{'x': 5.549759448242187, 'y': 0.2442085693359375, 'z': 7.146691955566406}","{'x': -0.9923664122137404, 'y': -0.2595419847328244, 'z': -1.1984732824427482}",52.67243835006368,2025-04-17 13:51:56.462755
"{'x': 5.53539423828125, 'y': 0.229843359375, 'z': 7.137115148925781}","{'x': -1.1908396946564885, 'y': -0.19083969465648856, 'z': -1.0534351145038168}",52.68768430196024,2025-04-17 13:52:06.478034
"{'x': 5.817910034179687, 'y': 0.21308394775390624, 'z': 7.0652890991210935}","{'x': -1.0763358778625953, 'y': -0.183206106870229, 'z': -1.0076335877862594}",52.69603142905377,2025-04-17 13:52:16.484755
"{'x': 5.810727429199218, 'y': 0.22505495605468748, 'z': 7.070077502441406}","{'x': -1.1374045801526718, 'y': -0.24427480916030533, 'z': -0.8854961832061069}",52.74957335513638,2025-04-17 13:52:26.491087
"{'x': 5.6958057495117185, 'y': 0.24660277099609373, 'z': 6.945579016113281}","{'x': -0.9923664122137404, 'y': -0.2824427480916031, 'z': -0.8854961832061069}",52.775659982108316,2025-04-17 13:52:36.497496
"{'x': 5.722141967773437, 'y': 0.22505495605468748, 'z': 7.017405065917968}","{'x': -0.8549618320610687, 'y': -0.3511450381679389, 'z': -1.0916030534351144}",52.79358057410302,2025-04-17 13:52:46.503921
"{'x': 5.746083984375, 'y': 0.22744915771484372, 'z': 7.144297753906249}","{'x': -1.0458015267175573, 'y': -0.31297709923664124, 'z': -1.015267175572519}",52.841249108029636,2025-04-17 13:52:56.510252
"{'x': 5.705382556152343, 'y': 0.1580173095703125, 'z': 7.194575988769531}","{'x': -1.183206106870229, 'y': -0.35877862595419846, 'z': -1.1526717557251909}",52.947449078823155,2025-04-17 13:53:06.526023
"{'x': 5.693411547851563, 'y': 0.23702596435546874, 'z': 6.924031201171875}","{'x': -1.0687022900763359, 'y': -0.2748091603053435, 'z': -1.1984732824427482}",52.98988816693538,2025-04-17 13:53:16.533073
"{'x': 5.741295581054687, 'y': 0.09816226806640624, 'z': 7.1586629638671875}","{'x': -0.9694656488549618, 'y': -0.366412213740458, 'z': -1.1908396946564885}",53.04450250996362,2025-04-17 13:53:26.539398
"{'x': 5.7149593627929685, 'y': 0.24660277099609373, 'z': 7.062894897460937}","{'x': -1.0076335877862594, 'y': -0.33587786259541985, 'z': -0.916030534351145}",53.088685851470665,2025-04-17 13:53:36.545721
"{'x': 5.614402893066406, 'y': 0.24181436767578124, 'z': 7.079654309082031}","{'x': -1.0916030534351144, 'y': -0.2824427480916031, 'z': -1.099236641221374}",53.120969622800715,2025-04-17 13:53:46.552057
"{'x': 5.664681127929687, 'y': 0.2442085693359375, 'z': 6.909665991210937}","{'x': -0.9312977099236641, 'y': -0.3435114503816794, 'z': -1.0763358778625953}",53.151571048733224,2025-04-17 13:53:56.558389
"{'x': 5.571307263183593, 'y': 0.23223756103515625, 'z': 7.122749938964843}","{'x': -0.9694656488549618, 'y': -0.48091603053435117, 'z': -1.0916030534351144}",53.23738382249388,2025-04-17 13:54:06.572015
"{'x': 5.741295581054687, 'y': 0.277727392578125, 'z': 6.955155822753905}","{'x': -1.0, 'y': -0.3969465648854962, 'z': -1.0534351145038168}",53.31257960680831,2025-04-17 13:54:16.578745
"{'x': 5.702988354492187, 'y': 0.22266075439453123, 'z': 7.149086157226562}","{'x': -1.099236641221374, 'y': -0.24427480916030533, 'z': -1.1374045801526718}",53.328316442221265,2025-04-17 13:54:26.585173
"{'x': 5.786785412597656, 'y': 0.19153613281249998, 'z': 7.058106494140625}","{'x': -1.099236641221374, 'y': -0.5190839694656488, 'z': -0.9923664122137404}",53.491742357410416,2025-04-17 13:54:36.591521
"{'x': 5.825092639160156, 'y': 0.18435352783203124, 'z': 6.995857250976562}","{'x': -1.083969465648855, 'y': -0.4122137404580153, 'z': -0.9083969465648855}",53.60382890291662,2025-04-17 13:54:46.597896
"{'x': 5.928043310546875, 'y': 0.13646949462890623, 'z': 7.000645654296875}","{'x': -1.0916030534351144, 'y': -0.9923664122137404, 'z': -0.9694656488549618}",54.00797397703795,2025-04-17 13:54:56.604217
"{'x': 5.849034655761718, 'y': 0.24181436767578124, 'z': 6.967126831054687}","{'x': -1.015267175572519, 'y': -0.25190839694656486, 'z': -1.0687022900763359}",54.012841296774845,2025-04-17 13:55:06.610685
"{'x': 5.834669445800781, 'y': 0.21308394775390624, 'z': 7.003039855957031}","{'x': -1.0, 'y': -0.24427480916030533, 'z': -1.1450381679389312}",54.00780728400188,2025-04-17 13:55:16.617032
"{'x': 5.786785412597656, 'y': 0.2154781494140625, 'z': 7.024587670898437}","{'x': -0.9312977099236641, 'y': -0.2366412213740458, 'z': -0.7404580152671756}",53.97401462595774,2025-04-17 13:55:26.623457
"{'x': 5.839457849121094, 'y': 0.17956512451171874, 'z': 6.883329772949218}","{'x': -0.9618320610687023, 'y': -0.25190839694656486, 'z': -1.0687022900763359}",53.97352492348692,2025-04-17 13:55:36.629996
"{'x': 5.801150622558594, 'y': 0.17238251953125, 'z': 7.005434057617187}","{'x': -1.2061068702290076, 'y': -0.26717557251908397, 'z': -1.1145038167938932}",54.0385212323677,2025-04-17 13:55:46.636394
"{'x': 5.798756420898437, 'y': 0.181959326171875, 'z': 7.096413720703125}","{'x': -1.1374045801526718, 'y': -0.24427480916030533, 'z': -1.1374045801526718}",54.06472866172412,2025-04-17 13:55:56.642938
"{'x': 5.80354482421875, 'y': 0.21787235107421873, 'z': 6.957550024414062}","{'x': -1.0687022900763359, 'y': -0.12213740458015267, 'z': -1.0}",54.01927775318795,2025-04-17 13:56:06.649258
"{'x': 5.80354482421875, 'y': 0.21787235107421873, 'z': 6.988674645996094}","{'x': -1.015267175572519, 'y': 0.2900763358778626, 'z': -0.8778625954198473}",53.75821219213983,2025-04-17 13:56:16.655614
"{'x': 5.829881042480468, 'y': 0.0430956298828125, 'z': 6.9336080078124995}","{'x': -0.7557251908396947, 'y': 0.13740458015267176, 'z': -0.8549618320610687}",53.51943589372614,2025-04-17 13:56:26.663208
"{'x': 5.7891796142578125, 'y': 0.22505495605468748, 'z': 6.9719152343749995}","{'x': -1.0458015267175573, 'y': -0.3969465648854962, 'z': -0.9770992366412213}",53.60855575063308,2025-04-17 13:56:36.669598
