time,temp,pres,hum,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,angle
2025-04-25 23:04:02.902653,32.77361297607422,1014.28564453125,38.15880584716797,0.008485606871545315,-0.5357627272605896,0.8110231161117554,0.06990209966897964,4.542805254459381e-05,-0.003921907395124435,32.8
2025-04-25 23:04:04.957214,32.62916946411133,1014.29150390625,38.010955810546875,0.011879850178956985,-0.5381749868392944,0.8176029324531555,0.005760811269283295,-0.0002599349245429039,0.00035411491990089417,32.7
2025-04-25 23:04:06.993331,32.73749923706055,1014.3232421875,38.21915054321289,0.011394958011806011,-0.5384162068367004,0.8222331404685974,0.005149081349372864,-0.002397843636572361,4.87007200717926e-05,32.6
2025-04-25 23:04:09.036174,32.719444274902344,1014.280517578125,38.34889602661133,0.011637403629720211,-0.5376925468444824,0.8205273151397705,-0.0006543397903442383,-0.0005652811378240585,0.001575622707605362,32.6
2025-04-25 23:04:11.071647,32.61111068725586,1014.26171875,38.09242630004883,0.011879850178956985,-0.5369688272476196,0.8207710385322571,0.003621213138103485,0.0006562108173966408,0.001269899308681488,32.5
2025-04-25 23:04:13.100222,32.61111068725586,1014.254150390625,38.22216796875,0.011394958011806011,-0.5374512672424316,0.8202835917472839,0.004231542348861694,-0.0005653984844684601,0.004018448293209076,32.6
2025-04-25 23:04:15.138683,32.520835876464844,1014.263916015625,37.97475051879883,0.011637403629720211,-0.5369688272476196,0.8197962045669556,0.005146920680999756,-0.0002599228173494339,0.00035314634442329407,32.6
2025-04-25 23:04:17.178698,32.46666717529297,1014.287841796875,37.995872497558594,0.010910065844655037,-0.5381749868392944,0.8234516978263855,-0.000656910240650177,-0.0002599824219942093,0.0012694336473941803,32.5
2025-04-25 23:04:19.217138,32.520835876464844,1014.301513671875,38.03509521484375,0.012122295796871185,-0.5379337668418884,0.8212583661079407,0.003924354910850525,0.0009615607559680939,0.0015746243298053741,32.6
2025-04-25 23:04:21.250496,32.55694580078125,1014.276611328125,37.90535354614258,0.010910065844655037,-0.5388986468315125,0.8200399279594421,0.0030078142881393433,0.0040155197493731976,0.0006584450602531433,32.6
